,THEME,TITLE,ARTIST,YEAR,URL
911,Party songs,Can’t Stand Me Now,The Libertines,2004,http://open.spotify.com/track/2cY5MaSgqNXLSkjGb5iRl1
912,Party songs,Is It All Over My Face,Loose Joints,1980,https://www.youtube.com/results?search_query=Is It All Over My Face Loose Joints
913,Party songs,Love Loves to Love Love,Lulu,1967,http://open.spotify.com/track/185Uc0jhEnHBZW1KYN9YCk
914,Party songs,Pop Muzik,M,1979,http://open.spotify.com/track/0SHbehTzk01RfLDVAVaCtA
915,Party songs,Cross the Tracks (We Better Go Back),Maceo and the Macks,1975,http://open.spotify.com/track/6n87nzWTGpNr26NbkNQoVv
916,Party songs,There But for the Grace of God,Machine,1979,https://www.youtube.com/results?search_query=There But for the Grace of God Machine
917,Party songs,Beautiful Stranger,Madonna,1999,http://open.spotify.com/track/0FEVHpFTuSJUY59YQjZm2G
918,Party songs,Everybody,Madonna,1982,http://open.spotify.com/track/3i6PtDe9qmRDBEdSSpouBB
919,Party songs,Holiday,Madonna,1983,http://open.spotify.com/track/2T8cZAwbhrTVjGwZo5c7sK
920,Party songs,Rock Your Baby,George McCrae,1974,http://open.spotify.com/track/1lmfsSEuxU4PpT739Kihno
921,Party songs,Buffalo Gals,Malcolm McLaren,1983,http://open.spotify.com/track/4gCo2r1gCEw70OAq9cF1uW
922,Party songs,Move On Up,Curtis Mayfield,1970,http://open.spotify.com/track/6evohxlACvIJ6vAs1083NQ
923,Party songs,White Lines (Don’t Do It),Grandmaster Melle Mel,1983,https://www.youtube.com/results?search_query=White Lines (Don’t Do It) Grandmaster Melle Mel
924,Party songs,Kids,MGMT,2008,http://open.spotify.com/track/2IAcYOEnZWTn3yR6LDslRY
925,Party songs,Paper Planes (DFA remix),MIA,2008,http://open.spotify.com/track/2UZ6MDDg3y5fTAzQU3YYfo
926,Party songs,4 My People,Missy Elliott,2001,http://open.spotify.com/track/2er94TdlKpJSMZSc8qha09
927,Party songs,Bedazzled,Dudley Moore and Peter Cook,1967,https://www.youtube.com/results?search_query=Bedazzled Dudley Moore and Peter Cook
928,Party songs,Hot in Herre,Nelly,2002,http://open.spotify.com/track/652F9V2xyoY43Pj8urZ4zM
929,Party songs,True Faith,New Order,1987,http://open.spotify.com/track/1n8WaWEUZx3GeknGwh02DC
930,Party songs,Short People,Randy Newman,1977,http://open.spotify.com/track/6emIUUgOV0lPgUYbJ1RZ7I
931,Party songs,I’m in the Mood for Dancing,The Nolans,1979,http://open.spotify.com/track/5ZfCBpUOj3guBzjQIsDhIr
932,Party songs,Cigarettes and Alcohol,Oasis,1994,https://www.youtube.com/results?search_query=Cigarettes and Alcohol Oasis
933,Party songs,Got Your Money,Ol’ Dirty Bastard,1999,https://www.youtube.com/results?search_query=Got Your Money Ol’ Dirty Bastard
934,Party songs,Hey Ya!,OutKast,2003,http://open.spotify.com/track/4QhYssD3qdSGd5yqW0h7cI
935,Party songs,Acid Tracks,Phuture,1987,https://www.youtube.com/results?search_query=Acid Tracks Phuture
936,Party songs,Papa’s Got a Brand New Pigbag,Pigbag,1981,http://open.spotify.com/track/1t1kkvAe1iP5Xa6vCv3j9Z
937,Party songs,Stop Bajon (Primavera),Tullio De Piscopo,1984,http://open.spotify.com/track/1JcmMYyRAbj00Q90oHBsBr
938,Party songs,Witness the Pitness,Pitman,2002,https://www.youtube.com/results?search_query=Witness the Pitness Pitman
939,Party songs,Streams of Whiskey,The Pogues,1984,http://open.spotify.com/track/4ftQUqPjuk4KtAIHqqYzmN
940,Party songs,Jump (For My Love),The Pointer Sisters,1984,http://open.spotify.com/track/59K6GctkD8lWljFYa8eE6D
941,Party songs,Brass in Pocket,The Pretenders,1979,http://open.spotify.com/track/3LRFgPsd8LwJb8TJchrAuO
942,Party songs,Loaded,Primal Scream,1991,http://open.spotify.com/track/5uWCPq3jVOuiun7Uku3wiU
943,Party songs,1999,Prince,1983,http://open.spotify.com/track/4CEKJRYtYDp0GPzw9JGZYX
944,Party songs,Let’s Go Crazy,Prince,1984,http://open.spotify.com/track/7050AA1cNN8s3482pgx2bO
945,Party songs,Out of Space,The Prodigy,1992,http://open.spotify.com/track/6XlhmDYOFPSWho2gib2F9z
946,Party songs,Hit the Bongo,Tito Puente,1968,https://www.youtube.com/results?search_query=Hit the Bongo Tito Puente
947,Party songs,Sorted for Es and Wizz,Pulp,1995,http://open.spotify.com/track/6DEakx9CewGzF3u9UEyJvD
948,Party songs,Now I’m Here,Queen,1974,http://open.spotify.com/track/0s0i59YQo6TBJXEvxkoIfU
949,Party songs,Feel Good Hit of the Summer,Queens of the Stone Age,2000,http://open.spotify.com/track/48l5x5ghGRhz10rbuKrI0n
950,Party songs,House of Jealous Lovers,The Rapture,2002,http://open.spotify.com/track/7lsMHdLHRRkGElzVPn91ZW
951,Party songs,All Night Long (All Night),Lionel Richie,1983,http://open.spotify.com/track/7HcIV2tSBj8O8RtGed2ViS
952,Party songs,Someday,Ce Ce Rogers,1987,https://www.youtube.com/results?search_query=Someday Ce Ce Rogers
953,Party songs,Witness (1 Hope),Roots Manuva,2001,http://open.spotify.com/track/1qNpcgSkAWWbIBDDkwkqH1
954,Party songs,Virginia Plain,Roxy Music,1972,http://open.spotify.com/track/6b4wMiPcl21hL8owVgIshi
955,Party songs,Car Wash,Rose Royce,1976,http://open.spotify.com/track/1tJtx09XQnxaynZLOaTNfZ
956,Party songs,Once You Get Started,Rufus featuring Chaka Khan,1974,http://open.spotify.com/track/5jAhlLUmtIBRTzM3f1Im6r
957,Party songs,Baby Let’s Dance Together,Sapan Chakraborty,1978,https://www.youtube.com/results?search_query=Baby Let’s Dance Together Sapan Chakraborty
958,Party songs,Runaway,Salsoul Orchestra,1977,https://www.youtube.com/results?search_query=Runaway Salsoul Orchestra
959,Party songs,The Bottle,Gil Scott-Heron,1974,http://open.spotify.com/track/4lgCSMpVERwvfa9A8tDXJQ
960,Party songs,Happy,Max Sedgley,2003,http://open.spotify.com/track/4hIwQWVYQ3SMSjkVXrMJKv
961,Party songs,On My Radio,Selector,1979,http://open.spotify.com/track/3Qmtadha85zkLH1H9EGi3u
962,Party songs,Let the Music Play,Shannon,1983,http://open.spotify.com/track/5RgGHpa9S3txqJTxyRChx4
963,Party songs,Begin the Beguine,Artie Shaw,1938,http://open.spotify.com/track/7zZoN83WXRCiVCyzdCFihV
964,Party songs,Dat,Pluto Shervington,1976,https://www.youtube.com/results?search_query=Dat Pluto Shervington
965,Party songs,Gin House Blues,Nina Simone,1975,http://open.spotify.com/track/0aGprKPHGtQyQZ9RCQ9mNI
966,Party songs,Lost in Music,Sister Sledge,1979,http://open.spotify.com/track/3FnkIp37lBYvHljKemR6zp
967,Party songs,He’s the Greatest Dancer,Sister Sledge,1979,http://open.spotify.com/track/5MuNxNox3zTanAFIO5KcTl
968,Party songs,I Wish,Skee-Lo,1995,https://www.youtube.com/results?search_query=I Wish Skee-Lo
969,Party songs,Dance to the Music,Sly and the Family Stone,1968,http://open.spotify.com/track/6W9t1lhkATr4XrnXXgL2CV
970,Party songs,Nite Klub,The Specials,1979,http://open.spotify.com/track/2wpQZvvrg6zUBPPBdWgcLK
971,Party songs,You Make Me Feel (Mighty Real),Sylvester,1978,http://open.spotify.com/track/0DY0B9PkxKFVs0YagNcAC4
972,Party songs,(Under Mi) Sleng Teng,Wayne Smith,1985,http://open.spotify.com/track/3l9oTzHXnAJcg4x2jU6DvX
973,Party songs,How Soon Is Now?,The Smiths,1985,https://www.youtube.com/results?search_query=How Soon Is Now? The Smiths
974,Party songs,Memorabilia,Soft Cell,1982,http://open.spotify.com/track/6nePlBdKTESydzjOEHt6vX
975,Party songs,Beat the Clock,Sparks,1979,https://www.youtube.com/results?search_query=Beat the Clock Sparks
976,Party songs,I’m a Man,The Spencer Davis Group,1967,http://open.spotify.com/track/7vRhkN9rpM0FtDhBdZypn4
977,Party songs,Young Hearts Run Free,Candi Staton,1976,http://open.spotify.com/track/3MFa9idQuY4iJLWsZl3tIQ
978,Party songs,Sueño Latino,Sueño Latino,1989,https://www.youtube.com/results?search_query=Sueño Latino Sueño Latino
979,Party songs,Saturday Nite Special,The Sundown Playboys,1972,https://www.youtube.com/results?search_query=Saturday Nite Special The Sundown Playboys
980,Party songs,Wipe Out,The Surfaris,1962,http://open.spotify.com/track/6uudeEvl6t5WrFgobojt3D
981,Party songs,Rapper’s Delight,The Sugarhill Gang,1979,http://open.spotify.com/track/1qb27ZTsi0gVxHteAjPOyD
982,Party songs,Do What You Wanna Do,T-Connection,1977,http://open.spotify.com/track/5PzK3L2Lm4mbo0H89CAWzg
983,Party songs,Shout,Tears for Fears,1984,http://open.spotify.com/track/4E1n2cvH7Wb7xZ568rHHNy
984,Party songs,Cloud Nine,The Temptations,1968,http://open.spotify.com/track/5yGqsTtt4oDRY1FdVsVqSL
985,Party songs,Great DJ,The Ting Tings,2008,http://open.spotify.com/track/3kmSzP8JUM4kUwPWbOFwqA
986,Party songs,Disco Inferno,The Trammps,1976,http://open.spotify.com/track/5jUA1njy3h6ynHLvPdEVHt
987,Party songs,A Punk,Vampire Weekend,2008,http://open.spotify.com/track/0euZeG7kpPhtp4V6e8b9kC
988,Party songs,Me and Baby Brother,War,1973,http://open.spotify.com/track/28q8PaM3ROCZMKeNRBg5Yq
989,Party songs,Break Dance – Electric Boogie,West Street Mob,1983,https://www.youtube.com/results?search_query=Break Dance – Electric Boogie West Street Mob
990,Party songs,My Generation,The Who,1965,http://open.spotify.com/track/4kxrawSkeAoJiASQArwqYO
991,Party songs,Last Night Changed It All,Esther Williams,1976,http://open.spotify.com/track/6zMgWeJracgip80YQZsIj2
992,Party songs,(Your Love Keeps Lifting Me) Higher and Higher,Jackie Wilson,1967,https://www.youtube.com/results?search_query=(Your Love Keeps Lifting Me) Higher and Higher Jackie Wilson
993,Party songs,Turn Off the Lights,Larry Young,1975,http://open.spotify.com/track/2kXBmTMIDIlNSQEeaQl95A
