Site,Reading Time,Pollutant Name,Value,Units,Provisional or Ratified
HP1,07/02/2019 13:00,Total Suspended Particles,6.6,ug/m3,P
HP1,07/02/2019 14:00,Total Suspended Particles,9.7,ug/m3,P
HP1,07/02/2019 15:00,Total Suspended Particles,7.7,ug/m3,P
HP1,07/02/2019 16:00,Total Suspended Particles,7.8,ug/m3,P
HP1,07/02/2019 17:00,Total Suspended Particles,9.9,ug/m3,P
HP1,07/02/2019 18:00,Total Suspended Particles,10.9,ug/m3,P
HP1,07/02/2019 19:00,Total Suspended Particles,9.1,ug/m3,P
HP1,07/02/2019 20:00,Total Suspended Particles,12.9,ug/m3,P
HP1,07/02/2019 21:00,Total Suspended Particles,14.2,ug/m3,P
HP1,07/02/2019 22:00,Total Suspended Particles,14.8,ug/m3,P
HP1,07/02/2019 23:00,Total Suspended Particles,13.8,ug/m3,P
HP1,08/02/2019 00:00,Total Suspended Particles,13.7,ug/m3,P
HP1,08/02/2019 01:00,Total Suspended Particles,10.2,ug/m3,P
HP1,08/02/2019 02:00,Total Suspended Particles,5.6,ug/m3,P
HP1,08/02/2019 03:00,Total Suspended Particles,4.5,ug/m3,P
HP1,08/02/2019 04:00,Total Suspended Particles,3.9,ug/m3,P
HP1,08/02/2019 05:00,Total Suspended Particles,4.8,ug/m3,P
HP1,08/02/2019 06:00,Total Suspended Particles,7.1,ug/m3,P
HP1,08/02/2019 07:00,Total Suspended Particles,7.6,ug/m3,P
HP1,08/02/2019 08:00,Total Suspended Particles,8.8,ug/m3,P
HP1,08/02/2019 09:00,Total Suspended Particles,12.3,ug/m3,P
HP1,08/02/2019 10:00,Total Suspended Particles,12.7,ug/m3,P
HP1,08/02/2019 11:00,Total Suspended Particles,9.8,ug/m3,P
HP1,08/02/2019 12:00,Total Suspended Particles,8.6,ug/m3,P
HP1,08/02/2019 13:00,Total Suspended Particles,5.2,ug/m3,P
HP1,08/02/2019 14:00,Total Suspended Particles,7.9,ug/m3,P
HP1,08/02/2019 15:00,Total Suspended Particles,4.2,ug/m3,P
HP1,08/02/2019 16:00,Total Suspended Particles,4.9,ug/m3,P
HP1,08/02/2019 17:00,Total Suspended Particles,3.8,ug/m3,P
HP1,08/02/2019 18:00,Total Suspended Particles,16.2,ug/m3,P
HP1,08/02/2019 19:00,Total Suspended Particles,25.7,ug/m3,P
HP1,08/02/2019 20:00,Total Suspended Particles,28.9,ug/m3,P
HP1,08/02/2019 21:00,Total Suspended Particles,26.5,ug/m3,P
HP1,08/02/2019 22:00,Total Suspended Particles,21.6,ug/m3,P
HP1,08/02/2019 23:00,Total Suspended Particles,11.6,ug/m3,P
HP1,09/02/2019 00:00,Total Suspended Particles,11.4,ug/m3,P
HP1,09/02/2019 01:00,Total Suspended Particles,9.3,ug/m3,P
HP1,09/02/2019 02:00,Total Suspended Particles,14.9,ug/m3,P
HP1,09/02/2019 03:00,Total Suspended Particles,15.7,ug/m3,P
HP1,09/02/2019 04:00,Total Suspended Particles,21.6,ug/m3,P
HP1,09/02/2019 05:00,Total Suspended Particles,18.9,ug/m3,P
HP1,09/02/2019 06:00,Total Suspended Particles,14.6,ug/m3,P
HP1,09/02/2019 07:00,Total Suspended Particles,14.4,ug/m3,P
HP1,09/02/2019 08:00,Total Suspended Particles,13.7,ug/m3,P
HP1,09/02/2019 09:00,Total Suspended Particles,15.0,ug/m3,P
HP1,09/02/2019 10:00,Total Suspended Particles,14.0,ug/m3,P
HP1,09/02/2019 11:00,Total Suspended Particles,17.4,ug/m3,P
HP1,09/02/2019 12:00,Total Suspended Particles,13.1,ug/m3,P
HP1,09/02/2019 13:00,Total Suspended Particles,15.6,ug/m3,P
HP1,09/02/2019 14:00,Total Suspended Particles,11.6,ug/m3,P
HP1,09/02/2019 15:00,Total Suspended Particles,10.9,ug/m3,P
HP1,09/02/2019 16:00,Total Suspended Particles,16.5,ug/m3,P
HP1,09/02/2019 17:00,Total Suspended Particles,20.7,ug/m3,P
HP1,09/02/2019 18:00,Total Suspended Particles,17.1,ug/m3,P
HP1,09/02/2019 19:00,Total Suspended Particles,17.5,ug/m3,P
HP1,09/02/2019 20:00,Total Suspended Particles,9.1,ug/m3,P
HP1,09/02/2019 21:00,Total Suspended Particles,9.9,ug/m3,P
HP1,09/02/2019 22:00,Total Suspended Particles,4.3,ug/m3,P
HP1,09/02/2019 23:00,Total Suspended Particles,2.8,ug/m3,P
HP1,10/02/2019 00:00,Total Suspended Particles,3.5,ug/m3,P
HP1,10/02/2019 01:00,Total Suspended Particles,2.9,ug/m3,P
HP1,10/02/2019 02:00,Total Suspended Particles,2.5,ug/m3,P
HP1,10/02/2019 03:00,Total Suspended Particles,3.9,ug/m3,P
HP1,10/02/2019 04:00,Total Suspended Particles,3.2,ug/m3,P
HP1,10/02/2019 05:00,Total Suspended Particles,2.7,ug/m3,P
HP1,10/02/2019 06:00,Total Suspended Particles,1.9,ug/m3,P
HP1,10/02/2019 07:00,Total Suspended Particles,1.8,ug/m3,P
HP1,10/02/2019 08:00,Total Suspended Particles,1.3,ug/m3,P
HP1,10/02/2019 09:00,Total Suspended Particles,1.5,ug/m3,P
HP1,10/02/2019 10:00,Total Suspended Particles,2.8,ug/m3,P
HP1,10/02/2019 11:00,Total Suspended Particles,2.0,ug/m3,P
HP1,10/02/2019 12:00,Total Suspended Particles,2.0,ug/m3,P
HP1,10/02/2019 13:00,Total Suspended Particles,3.2,ug/m3,P
HP1,10/02/2019 14:00,Total Suspended Particles,3.8,ug/m3,P
HP1,10/02/2019 15:00,Total Suspended Particles,4.6,ug/m3,P
HP1,10/02/2019 16:00,Total Suspended Particles,5.7,ug/m3,P
HP1,10/02/2019 17:00,Total Suspended Particles,7.8,ug/m3,P
HP1,10/02/2019 18:00,Total Suspended Particles,8.7,ug/m3,P
HP1,10/02/2019 19:00,Total Suspended Particles,8.9,ug/m3,P
HP1,10/02/2019 20:00,Total Suspended Particles,10.1,ug/m3,P
HP1,10/02/2019 21:00,Total Suspended Particles,9.3,ug/m3,P
HP1,10/02/2019 22:00,Total Suspended Particles,13.1,ug/m3,P
HP1,10/02/2019 23:00,Total Suspended Particles,14.0,ug/m3,P
HP1,11/02/2019 00:00,Total Suspended Particles,15.1,ug/m3,P
HP1,11/02/2019 01:00,Total Suspended Particles,14.0,ug/m3,P
HP1,11/02/2019 02:00,Total Suspended Particles,9.1,ug/m3,P
HP1,11/02/2019 03:00,Total Suspended Particles,7.7,ug/m3,P
HP1,11/02/2019 04:00,Total Suspended Particles,9.6,ug/m3,P
HP1,11/02/2019 05:00,Total Suspended Particles,10.1,ug/m3,P
HP1,11/02/2019 06:00,Total Suspended Particles,8.7,ug/m3,P
HP1,11/02/2019 07:00,Total Suspended Particles,10.2,ug/m3,P
HP1,11/02/2019 08:00,Total Suspended Particles,12.3,ug/m3,P
HP1,11/02/2019 09:00,Total Suspended Particles,14.4,ug/m3,P
HP1,11/02/2019 10:00,Total Suspended Particles,15.1,ug/m3,P
HP1,11/02/2019 11:00,Total Suspended Particles,9.2,ug/m3,P
HP1,11/02/2019 12:00,Total Suspended Particles,8.0,ug/m3,P
HP1,11/02/2019 13:00,Total Suspended Particles,6.7,ug/m3,P
HP1,11/02/2019 14:00,Total Suspended Particles,6.2,ug/m3,P
HP1,11/02/2019 15:00,Total Suspended Particles,7.4,ug/m3,P
HP1,11/02/2019 16:00,Total Suspended Particles,7.1,ug/m3,P
HP1,11/02/2019 17:00,Total Suspended Particles,7.1,ug/m3,P
HP1,11/02/2019 18:00,Total Suspended Particles,20.4,ug/m3,P
HP1,11/02/2019 19:00,Total Suspended Particles,19.8,ug/m3,P
HP1,11/02/2019 20:00,Total Suspended Particles,18.9,ug/m3,P
HP1,11/02/2019 21:00,Total Suspended Particles,24.6,ug/m3,P
HP1,11/02/2019 22:00,Total Suspended Particles,23.1,ug/m3,P
HP1,11/02/2019 23:00,Total Suspended Particles,18.2,ug/m3,P
HP1,12/02/2019 00:00,Total Suspended Particles,17.6,ug/m3,P
HP1,12/02/2019 01:00,Total Suspended Particles,14.3,ug/m3,P
HP1,12/02/2019 02:00,Total Suspended Particles,12.1,ug/m3,P
HP1,12/02/2019 03:00,Total Suspended Particles,8.9,ug/m3,P
HP1,12/02/2019 04:00,Total Suspended Particles,6.3,ug/m3,P
HP1,12/02/2019 05:00,Total Suspended Particles,7.3,ug/m3,P
HP1,12/02/2019 06:00,Total Suspended Particles,9.1,ug/m3,P
HP1,12/02/2019 07:00,Total Suspended Particles,10.4,ug/m3,P
HP1,12/02/2019 08:00,Total Suspended Particles,16.4,ug/m3,P
HP1,12/02/2019 09:00,Total Suspended Particles,18.4,ug/m3,P
HP1,12/02/2019 10:00,Total Suspended Particles,16.9,ug/m3,P
HP1,12/02/2019 11:00,Total Suspended Particles,14.6,ug/m3,P
HP1,12/02/2019 12:00,Total Suspended Particles,15.1,ug/m3,P
HP1,12/02/2019 13:00,Total Suspended Particles,14.6,ug/m3,P
HP1,12/02/2019 14:00,Total Suspended Particles,28.7,ug/m3,P
HP1,12/02/2019 15:00,Total Suspended Particles,11.7,ug/m3,P
HP1,12/02/2019 16:00,Total Suspended Particles,15.7,ug/m3,P
HP1,12/02/2019 17:00,Total Suspended Particles,13.3,ug/m3,P
HP1,12/02/2019 18:00,Total Suspended Particles,18.2,ug/m3,P
HP1,12/02/2019 19:00,Total Suspended Particles,18.4,ug/m3,P
HP1,12/02/2019 20:00,Total Suspended Particles,18.1,ug/m3,P
HP1,12/02/2019 21:00,Total Suspended Particles,17.3,ug/m3,P
HP1,12/02/2019 22:00,Total Suspended Particles,14.7,ug/m3,P
HP1,12/02/2019 23:00,Total Suspended Particles,13.6,ug/m3,P
HP1,13/02/2019 00:00,Total Suspended Particles,12.6,ug/m3,P
HP1,13/02/2019 01:00,Total Suspended Particles,12.0,ug/m3,P
HP1,13/02/2019 02:00,Total Suspended Particles,13.8,ug/m3,P
HP1,13/02/2019 03:00,Total Suspended Particles,13.9,ug/m3,P
HP1,13/02/2019 04:00,Total Suspended Particles,13.8,ug/m3,P
HP1,13/02/2019 05:00,Total Suspended Particles,16.2,ug/m3,P
HP1,13/02/2019 06:00,Total Suspended Particles,16.6,ug/m3,P
HP1,13/02/2019 07:00,Total Suspended Particles,14.4,ug/m3,P
HP1,13/02/2019 08:00,Total Suspended Particles,15.6,ug/m3,P
HP1,13/02/2019 09:00,Total Suspended Particles,23.7,ug/m3,P
HP1,13/02/2019 10:00,Total Suspended Particles,29.0,ug/m3,P
HP1,13/02/2019 11:00,Total Suspended Particles,25.9,ug/m3,P
HP1,13/02/2019 12:00,Total Suspended Particles,27.5,ug/m3,P
HP1,13/02/2019 13:00,Total Suspended Particles,23.9,ug/m3,P
HP1,13/02/2019 14:00,Total Suspended Particles,20.3,ug/m3,P
HP1,13/02/2019 15:00,Total Suspended Particles,18.0,ug/m3,P
HP1,13/02/2019 16:00,Total Suspended Particles,16.3,ug/m3,P
HP1,13/02/2019 17:00,Total Suspended Particles,20.7,ug/m3,P
HP1,13/02/2019 18:00,Total Suspended Particles,21.4,ug/m3,P
HP1,13/02/2019 19:00,Total Suspended Particles,22.5,ug/m3,P
HP1,13/02/2019 20:00,Total Suspended Particles,18.0,ug/m3,P
HP1,13/02/2019 21:00,Total Suspended Particles,19.1,ug/m3,P
HP1,13/02/2019 22:00,Total Suspended Particles,18.0,ug/m3,P
HP1,13/02/2019 23:00,Total Suspended Particles,23.0,ug/m3,P
HP1,14/02/2019 00:00,Total Suspended Particles,23.7,ug/m3,P
HP1,14/02/2019 01:00,Total Suspended Particles,21.5,ug/m3,P
HP1,14/02/2019 02:00,Total Suspended Particles,23.7,ug/m3,P
HP1,14/02/2019 03:00,Total Suspended Particles,22.4,ug/m3,P
HP1,14/02/2019 04:00,Total Suspended Particles,22.8,ug/m3,P
HP1,14/02/2019 05:00,Total Suspended Particles,25.2,ug/m3,P
HP1,14/02/2019 06:00,Total Suspended Particles,26.4,ug/m3,P
HP1,14/02/2019 07:00,Total Suspended Particles,27.9,ug/m3,P
HP1,14/02/2019 08:00,Total Suspended Particles,34.5,ug/m3,P
HP1,14/02/2019 09:00,Total Suspended Particles,41.4,ug/m3,P
HP1,14/02/2019 10:00,Total Suspended Particles,34.5,ug/m3,P
HP1,14/02/2019 11:00,Total Suspended Particles,34.1,ug/m3,P
HP1,14/02/2019 12:00,Total Suspended Particles,21.7,ug/m3,P
HP1,14/02/2019 13:00,Total Suspended Particles,17.8,ug/m3,P
HP1,14/02/2019 14:00,Total Suspended Particles,19.0,ug/m3,P
HP1,14/02/2019 15:00,Total Suspended Particles,19.4,ug/m3,P
HP1,14/02/2019 16:00,Total Suspended Particles,16.2,ug/m3,P
HP1,14/02/2019 17:00,Total Suspended Particles,19.6,ug/m3,P
HP1,14/02/2019 18:00,Total Suspended Particles,30.4,ug/m3,P
HP1,14/02/2019 19:00,Total Suspended Particles,35.6,ug/m3,P
HP1,14/02/2019 20:00,Total Suspended Particles,34.8,ug/m3,P
HP1,14/02/2019 21:00,Total Suspended Particles,36.7,ug/m3,P
HP1,14/02/2019 22:00,Total Suspended Particles,35.8,ug/m3,P
HP1,14/02/2019 23:00,Total Suspended Particles,34.1,ug/m3,P
HP1,15/02/2019 00:00,Total Suspended Particles,34.9,ug/m3,P
HP1,15/02/2019 01:00,Total Suspended Particles,35.3,ug/m3,P
HP1,15/02/2019 02:00,Total Suspended Particles,36.9,ug/m3,P
HP1,15/02/2019 03:00,Total Suspended Particles,38.6,ug/m3,P
HP1,15/02/2019 04:00,Total Suspended Particles,37.5,ug/m3,P
HP1,15/02/2019 05:00,Total Suspended Particles,34.8,ug/m3,P
HP1,15/02/2019 06:00,Total Suspended Particles,39.3,ug/m3,P
HP1,15/02/2019 07:00,Total Suspended Particles,41.0,ug/m3,P
HP1,15/02/2019 08:00,Total Suspended Particles,43.9,ug/m3,P
HP1,15/02/2019 09:00,Total Suspended Particles,43.3,ug/m3,P
HP1,15/02/2019 10:00,Total Suspended Particles,47.8,ug/m3,P
HP1,15/02/2019 11:00,Total Suspended Particles,31.8,ug/m3,P
HP1,15/02/2019 12:00,Total Suspended Particles,28.8,ug/m3,P
HP1,15/02/2019 13:00,Total Suspended Particles,29.7,ug/m3,P
HP1,15/02/2019 14:00,Total Suspended Particles,28.8,ug/m3,P
HP1,15/02/2019 15:00,Total Suspended Particles,29.1,ug/m3,P
HP1,15/02/2019 16:00,Total Suspended Particles,32.0,ug/m3,P
HP1,15/02/2019 17:00,Total Suspended Particles,31.0,ug/m3,P
HP1,15/02/2019 18:00,Total Suspended Particles,32.4,ug/m3,P
HP1,15/02/2019 19:00,Total Suspended Particles,36.8,ug/m3,P
HP1,15/02/2019 20:00,Total Suspended Particles,33.8,ug/m3,P
HP1,15/02/2019 21:00,Total Suspended Particles,35.4,ug/m3,P
HP1,15/02/2019 22:00,Total Suspended Particles,34.2,ug/m3,P
HP1,15/02/2019 23:00,Total Suspended Particles,34.6,ug/m3,P
HP1,16/02/2019 00:00,Total Suspended Particles,37.5,ug/m3,P
HP1,16/02/2019 01:00,Total Suspended Particles,42.7,ug/m3,P
HP1,16/02/2019 02:00,Total Suspended Particles,45.6,ug/m3,P
HP1,16/02/2019 03:00,Total Suspended Particles,43.7,ug/m3,P
HP1,16/02/2019 04:00,Total Suspended Particles,44.8,ug/m3,P
HP1,16/02/2019 05:00,Total Suspended Particles,41.4,ug/m3,P
HP1,16/02/2019 06:00,Total Suspended Particles,38.0,ug/m3,P
HP1,16/02/2019 07:00,Total Suspended Particles,36.9,ug/m3,P
HP1,16/02/2019 08:00,Total Suspended Particles,36.4,ug/m3,P
HP1,16/02/2019 09:00,Total Suspended Particles,29.7,ug/m3,P
HP1,16/02/2019 10:00,Total Suspended Particles,24.8,ug/m3,P
HP1,16/02/2019 11:00,Total Suspended Particles,28.9,ug/m3,P
HP1,16/02/2019 12:00,Total Suspended Particles,34.4,ug/m3,P
HP1,16/02/2019 13:00,Total Suspended Particles,32.3,ug/m3,P
HP1,16/02/2019 14:00,Total Suspended Particles,30.0,ug/m3,P
HP1,16/02/2019 15:00,Total Suspended Particles,30.3,ug/m3,P
HP1,16/02/2019 16:00,Total Suspended Particles,27.7,ug/m3,P
HP1,16/02/2019 17:00,Total Suspended Particles,25.9,ug/m3,P
HP1,16/02/2019 18:00,Total Suspended Particles,30.4,ug/m3,P
HP1,16/02/2019 19:00,Total Suspended Particles,33.8,ug/m3,P
HP1,16/02/2019 20:00,Total Suspended Particles,38.8,ug/m3,P
HP1,16/02/2019 21:00,Total Suspended Particles,34.8,ug/m3,P
HP1,16/02/2019 22:00,Total Suspended Particles,32.2,ug/m3,P
HP1,16/02/2019 23:00,Total Suspended Particles,34.7,ug/m3,P
HP1,17/02/2019 00:00,Total Suspended Particles,26.9,ug/m3,P
HP1,17/02/2019 01:00,Total Suspended Particles,24.7,ug/m3,P
HP1,17/02/2019 02:00,Total Suspended Particles,25.6,ug/m3,P
HP1,17/02/2019 03:00,Total Suspended Particles,28.5,ug/m3,P
HP1,17/02/2019 04:00,Total Suspended Particles,30.8,ug/m3,P
HP1,17/02/2019 05:00,Total Suspended Particles,34.4,ug/m3,P
HP1,17/02/2019 06:00,Total Suspended Particles,30.6,ug/m3,P
HP1,17/02/2019 07:00,Total Suspended Particles,29.4,ug/m3,P
HP1,17/02/2019 08:00,Total Suspended Particles,24.6,ug/m3,P
HP1,17/02/2019 09:00,Total Suspended Particles,23.1,ug/m3,P
HP1,17/02/2019 10:00,Total Suspended Particles,23.6,ug/m3,P
HP1,17/02/2019 11:00,Total Suspended Particles,25.5,ug/m3,P
HP1,17/02/2019 12:00,Total Suspended Particles,30.8,ug/m3,P
HP1,17/02/2019 13:00,Total Suspended Particles,39.8,ug/m3,P
HP1,17/02/2019 14:00,Total Suspended Particles,38.7,ug/m3,P
HP1,17/02/2019 15:00,Total Suspended Particles,33.1,ug/m3,P
HP1,17/02/2019 16:00,Total Suspended Particles,37.9,ug/m3,P
HP1,17/02/2019 17:00,Total Suspended Particles,33.8,ug/m3,P
HP1,17/02/2019 18:00,Total Suspended Particles,35.5,ug/m3,P
HP1,17/02/2019 19:00,Total Suspended Particles,39.3,ug/m3,P
HP1,17/02/2019 20:00,Total Suspended Particles,45.8,ug/m3,P
HP1,17/02/2019 21:00,Total Suspended Particles,46.5,ug/m3,P
HP1,17/02/2019 22:00,Total Suspended Particles,35.3,ug/m3,P
HP1,17/02/2019 23:00,Total Suspended Particles,24.4,ug/m3,P
HP1,18/02/2019 00:00,Total Suspended Particles,22.3,ug/m3,P
HP1,18/02/2019 01:00,Total Suspended Particles,23.4,ug/m3,P
HP1,18/02/2019 02:00,Total Suspended Particles,21.5,ug/m3,P
HP1,18/02/2019 03:00,Total Suspended Particles,22.0,ug/m3,P
HP1,18/02/2019 04:00,Total Suspended Particles,22.4,ug/m3,P
HP1,18/02/2019 05:00,Total Suspended Particles,21.7,ug/m3,P
HP1,18/02/2019 06:00,Total Suspended Particles,22.6,ug/m3,P
HP1,18/02/2019 07:00,Total Suspended Particles,23.4,ug/m3,P
HP1,18/02/2019 08:00,Total Suspended Particles,30.1,ug/m3,P
HP1,18/02/2019 09:00,Total Suspended Particles,28.6,ug/m3,P
HP1,18/02/2019 10:00,Total Suspended Particles,26.7,ug/m3,P
HP1,18/02/2019 11:00,Total Suspended Particles,32.9,ug/m3,P
HP1,18/02/2019 12:00,Total Suspended Particles,14.8,ug/m3,P
HP1,18/02/2019 13:00,Total Suspended Particles,12.9,ug/m3,P
HP1,18/02/2019 14:00,Total Suspended Particles,14.1,ug/m3,P
HP1,18/02/2019 15:00,Total Suspended Particles,12.3,ug/m3,P
HP1,18/02/2019 16:00,Total Suspended Particles,11.8,ug/m3,P
HP1,18/02/2019 17:00,Total Suspended Particles,6.3,ug/m3,P
HP1,18/02/2019 18:00,Total Suspended Particles,3.3,ug/m3,P
HP1,18/02/2019 19:00,Total Suspended Particles,3.8,ug/m3,P
HP1,18/02/2019 20:00,Total Suspended Particles,4.6,ug/m3,P
HP1,18/02/2019 21:00,Total Suspended Particles,7.8,ug/m3,P
HP1,18/02/2019 22:00,Total Suspended Particles,13.1,ug/m3,P
HP1,18/02/2019 23:00,Total Suspended Particles,13.5,ug/m3,P
HP1,19/02/2019 00:00,Total Suspended Particles,14.8,ug/m3,P
HP1,19/02/2019 01:00,Total Suspended Particles,18.7,ug/m3,P
HP1,19/02/2019 02:00,Total Suspended Particles,16.2,ug/m3,P
HP1,19/02/2019 03:00,Total Suspended Particles,14.8,ug/m3,P
HP1,19/02/2019 04:00,Total Suspended Particles,15.3,ug/m3,P
HP1,19/02/2019 05:00,Total Suspended Particles,13.8,ug/m3,P
HP1,19/02/2019 06:00,Total Suspended Particles,14.4,ug/m3,P
HP1,19/02/2019 07:00,Total Suspended Particles,16.0,ug/m3,P
HP1,19/02/2019 08:00,Total Suspended Particles,17.5,ug/m3,P
HP1,19/02/2019 09:00,Total Suspended Particles,22.5,ug/m3,P
HP1,19/02/2019 10:00,Total Suspended Particles,26.7,ug/m3,P
HP1,19/02/2019 11:00,Total Suspended Particles,21.7,ug/m3,P
HP1,19/02/2019 12:00,Total Suspended Particles,15.4,ug/m3,P
HP1,19/02/2019 13:00,Total Suspended Particles,18.6,ug/m3,P
HP1,19/02/2019 14:00,Total Suspended Particles,18.0,ug/m3,P
HP1,19/02/2019 15:00,Total Suspended Particles,19.8,ug/m3,P
HP1,19/02/2019 16:00,Total Suspended Particles,16.1,ug/m3,P
HP1,19/02/2019 17:00,Total Suspended Particles,15.8,ug/m3,P
HP1,19/02/2019 18:00,Total Suspended Particles,15.9,ug/m3,P
HP1,19/02/2019 19:00,Total Suspended Particles,14.4,ug/m3,P
HP1,19/02/2019 20:00,Total Suspended Particles,14.5,ug/m3,P
HP1,19/02/2019 21:00,Total Suspended Particles,15.9,ug/m3,P
HP1,19/02/2019 22:00,Total Suspended Particles,17.5,ug/m3,P
HP1,19/02/2019 23:00,Total Suspended Particles,15.2,ug/m3,P
HP1,20/02/2019 00:00,Total Suspended Particles,12.6,ug/m3,P
HP1,20/02/2019 01:00,Total Suspended Particles,13.8,ug/m3,P
HP1,20/02/2019 02:00,Total Suspended Particles,14.7,ug/m3,P
HP1,20/02/2019 03:00,Total Suspended Particles,18.1,ug/m3,P
HP1,20/02/2019 04:00,Total Suspended Particles,22.3,ug/m3,P
HP1,20/02/2019 05:00,Total Suspended Particles,22.6,ug/m3,P
HP1,20/02/2019 06:00,Total Suspended Particles,20.4,ug/m3,P
HP1,20/02/2019 07:00,Total Suspended Particles,19.6,ug/m3,P
HP1,20/02/2019 08:00,Total Suspended Particles,18.8,ug/m3,P
HP1,20/02/2019 09:00,Total Suspended Particles,22.1,ug/m3,P
HP1,20/02/2019 10:00,Total Suspended Particles,18.0,ug/m3,P
HP1,20/02/2019 11:00,Total Suspended Particles,15.1,ug/m3,P
HP1,20/02/2019 12:00,Total Suspended Particles,16.4,ug/m3,P
HP1,20/02/2019 13:00,Total Suspended Particles,12.7,ug/m3,P
HP1,20/02/2019 14:00,Total Suspended Particles,17.9,ug/m3,P
HP1,20/02/2019 15:00,Total Suspended Particles,17.2,ug/m3,P
HP1,20/02/2019 16:00,Total Suspended Particles,21.7,ug/m3,P
HP1,20/02/2019 17:00,Total Suspended Particles,15.7,ug/m3,P
HP1,20/02/2019 18:00,Total Suspended Particles,18.1,ug/m3,P
HP1,20/02/2019 19:00,Total Suspended Particles,14.7,ug/m3,P
HP1,20/02/2019 20:00,Total Suspended Particles,12.6,ug/m3,P
HP1,20/02/2019 21:00,Total Suspended Particles,11.1,ug/m3,P
HP1,20/02/2019 22:00,Total Suspended Particles,12.1,ug/m3,P
HP1,20/02/2019 23:00,Total Suspended Particles,12.2,ug/m3,P
HP1,21/02/2019 00:00,Total Suspended Particles,14.0,ug/m3,P
HP1,21/02/2019 01:00,Total Suspended Particles,17.3,ug/m3,P
HP1,21/02/2019 02:00,Total Suspended Particles,21.7,ug/m3,P
HP1,21/02/2019 03:00,Total Suspended Particles,20.8,ug/m3,P
HP1,21/02/2019 04:00,Total Suspended Particles,22.9,ug/m3,P
HP1,21/02/2019 05:00,Total Suspended Particles,18.3,ug/m3,P
HP1,21/02/2019 06:00,Total Suspended Particles,16.3,ug/m3,P
HP1,21/02/2019 07:00,Total Suspended Particles,18.2,ug/m3,P
HP1,21/02/2019 08:00,Total Suspended Particles,20.0,ug/m3,P
HP1,21/02/2019 09:00,Total Suspended Particles,20.1,ug/m3,P
HP1,21/02/2019 10:00,Total Suspended Particles,23.4,ug/m3,P
HP1,21/02/2019 11:00,Total Suspended Particles,18.7,ug/m3,P
HP1,21/02/2019 12:00,Total Suspended Particles,21.5,ug/m3,P
HP1,21/02/2019 13:00,Total Suspended Particles,38.9,ug/m3,P
HP1,21/02/2019 14:00,Total Suspended Particles,26.1,ug/m3,P
HP1,21/02/2019 15:00,Total Suspended Particles,21.6,ug/m3,P
HP1,21/02/2019 16:00,Total Suspended Particles,53.4,ug/m3,P
HP1,21/02/2019 17:00,Total Suspended Particles,30.1,ug/m3,P
HP1,21/02/2019 18:00,Total Suspended Particles,24.1,ug/m3,P
HP1,21/02/2019 19:00,Total Suspended Particles,27.1,ug/m3,P
HP1,21/02/2019 20:00,Total Suspended Particles,26.6,ug/m3,P
HP1,21/02/2019 21:00,Total Suspended Particles,24.5,ug/m3,P
HP1,21/02/2019 22:00,Total Suspended Particles,24.9,ug/m3,P
HP1,21/02/2019 23:00,Total Suspended Particles,22.7,ug/m3,P
HP1,22/02/2019 00:00,Total Suspended Particles,21.4,ug/m3,P
HP1,22/02/2019 01:00,Total Suspended Particles,20.5,ug/m3,P
HP1,22/02/2019 02:00,Total Suspended Particles,15.4,ug/m3,P
HP1,22/02/2019 03:00,Total Suspended Particles,14.5,ug/m3,P
HP1,22/02/2019 04:00,Total Suspended Particles,12.7,ug/m3,P
HP1,22/02/2019 05:00,Total Suspended Particles,12.7,ug/m3,P
HP1,22/02/2019 06:00,Total Suspended Particles,12.6,ug/m3,P
HP1,22/02/2019 07:00,Total Suspended Particles,13.0,ug/m3,P
HP1,22/02/2019 08:00,Total Suspended Particles,11.0,ug/m3,P
HP1,22/02/2019 09:00,Total Suspended Particles,15.9,ug/m3,P
HP1,22/02/2019 10:00,Total Suspended Particles,29.9,ug/m3,P
HP1,22/02/2019 11:00,Total Suspended Particles,29.8,ug/m3,P
HP1,22/02/2019 12:00,Total Suspended Particles,34.0,ug/m3,P
HP1,22/02/2019 13:00,Total Suspended Particles,30.4,ug/m3,P
HP1,22/02/2019 14:00,Total Suspended Particles,65.6,ug/m3,P
HP1,22/02/2019 15:00,Total Suspended Particles,42.0,ug/m3,P
HP1,22/02/2019 16:00,Total Suspended Particles,21.3,ug/m3,P
HP1,22/02/2019 17:00,Total Suspended Particles,34.2,ug/m3,P
HP1,22/02/2019 18:00,Total Suspended Particles,42.3,ug/m3,P
HP1,22/02/2019 19:00,Total Suspended Particles,37.0,ug/m3,P
HP1,22/02/2019 20:00,Total Suspended Particles,31.7,ug/m3,P
HP1,22/02/2019 21:00,Total Suspended Particles,32.6,ug/m3,P
HP1,22/02/2019 22:00,Total Suspended Particles,29.2,ug/m3,P
HP1,22/02/2019 23:00,Total Suspended Particles,29.6,ug/m3,P
HP1,23/02/2019 00:00,Total Suspended Particles,34.6,ug/m3,P
HP1,23/02/2019 01:00,Total Suspended Particles,37.8,ug/m3,P
HP1,23/02/2019 02:00,Total Suspended Particles,34.1,ug/m3,P
HP1,23/02/2019 03:00,Total Suspended Particles,31.4,ug/m3,P
HP1,23/02/2019 04:00,Total Suspended Particles,31.5,ug/m3,P
HP1,23/02/2019 05:00,Total Suspended Particles,30.6,ug/m3,P
