Site,Reading Time,Pollutant Name,Value,Units,Provisional or Ratified
HP1,08/06/2019 18:00,NO2,8.6,ug m-3,P
HP1,08/06/2019 19:00,NO2,10.1,ug m-3,P
HP1,08/06/2019 20:00,NO2,16.2,ug m-3,P
HP1,08/06/2019 21:00,NO2,15.8,ug m-3,P
HP1,08/06/2019 22:00,NO2,19.5,ug m-3,P
HP1,08/06/2019 23:00,NO2,16.5,ug m-3,P
HP1,09/06/2019 00:00,NO2,16.2,ug m-3,P
HP1,09/06/2019 01:00,NO2,13.7,ug m-3,P
HP1,09/06/2019 02:00,NO2,10.1,ug m-3,P
HP1,09/06/2019 03:00,NO2,9.0,ug m-3,P
HP1,09/06/2019 04:00,NO2,13.2,ug m-3,P
HP1,09/06/2019 05:00,NO2,15.6,ug m-3,P
HP1,09/06/2019 06:00,NO2,10.2,ug m-3,P
HP1,09/06/2019 07:00,NO2,8.7,ug m-3,P
HP1,09/06/2019 08:00,NO2,8.7,ug m-3,P
HP1,09/06/2019 09:00,NO2,5.0,ug m-3,P
HP1,09/06/2019 10:00,NO2,4.5,ug m-3,P
HP1,09/06/2019 11:00,NO2,3.4,ug m-3,P
HP1,09/06/2019 12:00,NO2,3.5,ug m-3,P
HP1,09/06/2019 13:00,NO2,4.0,ug m-3,P
HP1,09/06/2019 14:00,NO2,5.2,ug m-3,P
HP1,09/06/2019 15:00,NO2,5.7,ug m-3,P
HP1,09/06/2019 16:00,NO2,8.5,ug m-3,P
HP1,09/06/2019 17:00,NO2,10.0,ug m-3,P
HP1,09/06/2019 18:00,NO2,14.2,ug m-3,P
HP1,09/06/2019 19:00,NO2,16.8,ug m-3,P
HP1,09/06/2019 20:00,NO2,21.9,ug m-3,P
HP1,09/06/2019 21:00,NO2,28.8,ug m-3,P
HP1,09/06/2019 22:00,NO2,29.0,ug m-3,P
HP1,09/06/2019 23:00,NO2,32.4,ug m-3,P
HP1,10/06/2019 00:00,NO2,32.0,ug m-3,P
HP1,10/06/2019 01:00,NO2,37.8,ug m-3,P
HP1,10/06/2019 02:00,NO2,33.9,ug m-3,P
HP1,10/06/2019 03:00,NO2,29.3,ug m-3,P
HP1,10/06/2019 04:00,NO2,29.3,ug m-3,P
HP1,10/06/2019 05:00,NO2,30.2,ug m-3,P
HP1,10/06/2019 06:00,NO2,49.5,ug m-3,P
HP1,10/06/2019 07:00,NO2,48.6,ug m-3,P
HP1,10/06/2019 08:00,NO2,29.0,ug m-3,P
HP1,10/06/2019 09:00,NO2,33.7,ug m-3,P
HP1,10/06/2019 10:00,NO2,27.6,ug m-3,P
HP1,10/06/2019 11:00,NO2,25.5,ug m-3,P
HP1,10/06/2019 12:00,NO2,28.6,ug m-3,P
HP1,10/06/2019 13:00,NO2,25.5,ug m-3,P
HP1,10/06/2019 14:00,NO2,32.6,ug m-3,P
HP1,10/06/2019 15:00,NO2,28.5,ug m-3,P
HP1,10/06/2019 16:00,NO2,26.8,ug m-3,P
HP1,10/06/2019 17:00,NO2,24.1,ug m-3,P
HP1,10/06/2019 18:00,NO2,24.3,ug m-3,P
HP1,10/06/2019 19:00,NO2,30.2,ug m-3,P
HP1,10/06/2019 20:00,NO2,17.4,ug m-3,P
HP1,10/06/2019 21:00,NO2,20.4,ug m-3,P
HP1,10/06/2019 22:00,NO2,16.4,ug m-3,P
HP1,10/06/2019 23:00,NO2,12.5,ug m-3,P
HP1,11/06/2019 00:00,NO2,13.8,ug m-3,P
HP1,11/06/2019 01:00,NO2,14.2,ug m-3,P
HP1,11/06/2019 02:00,NO2,9.7,ug m-3,P
HP1,11/06/2019 03:00,NO2,10.7,ug m-3,P
HP1,11/06/2019 04:00,NO2,13.2,ug m-3,P
HP1,11/06/2019 05:00,NO2,10.8,ug m-3,P
HP1,11/06/2019 06:00,NO2,14.9,ug m-3,P
HP1,11/06/2019 07:00,NO2,14.7,ug m-3,P
HP1,11/06/2019 08:00,NO2,15.2,ug m-3,P
HP1,11/06/2019 09:00,NO2,11.5,ug m-3,P
HP1,11/06/2019 10:00,NO2,8.9,ug m-3,P
HP1,11/06/2019 11:00,NO2,12.3,ug m-3,P
HP1,11/06/2019 12:00,NO2,15.7,ug m-3,P
HP1,11/06/2019 13:00,NO2,13.4,ug m-3,P
HP1,11/06/2019 14:00,NO2,25.5,ug m-3,P
HP1,11/06/2019 15:00,NO2,20.5,ug m-3,P
HP1,11/06/2019 16:00,NO2,16.2,ug m-3,P
HP1,11/06/2019 17:00,NO2,12.3,ug m-3,P
HP1,11/06/2019 18:00,NO2,15.5,ug m-3,P
HP1,11/06/2019 19:00,NO2,13.6,ug m-3,P
HP1,11/06/2019 20:00,NO2,14.9,ug m-3,P
HP1,11/06/2019 21:00,NO2,13.3,ug m-3,P
HP1,11/06/2019 22:00,NO2,9.7,ug m-3,P
HP1,11/06/2019 23:00,NO2,10.6,ug m-3,P
HP1,12/06/2019 00:00,NO2,9.2,ug m-3,P
HP1,12/06/2019 01:00,NO2,11.5,ug m-3,P
HP1,12/06/2019 02:00,NO2,4.8,ug m-3,P
HP1,12/06/2019 03:00,NO2,4.8,ug m-3,P
HP1,12/06/2019 04:00,NO2,10.3,ug m-3,P
HP1,12/06/2019 05:00,NO2,17.4,ug m-3,P
HP1,12/06/2019 06:00,NO2,13.3,ug m-3,P
HP1,12/06/2019 07:00,NO2,21.2,ug m-3,P
HP1,12/06/2019 08:00,NO2,25.4,ug m-3,P
HP1,12/06/2019 09:00,NO2,30.0,ug m-3,P
HP1,12/06/2019 10:00,NO2,40.8,ug m-3,P
HP1,12/06/2019 11:00,NO2,29.5,ug m-3,P
HP1,12/06/2019 12:00,NO2,19.5,ug m-3,P
HP1,12/06/2019 13:00,NO2,23.9,ug m-3,P
HP1,12/06/2019 14:00,NO2,29.1,ug m-3,P
HP1,12/06/2019 15:00,NO2,33.4,ug m-3,P
HP1,12/06/2019 16:00,NO2,26.5,ug m-3,P
HP1,12/06/2019 17:00,NO2,42.2,ug m-3,P
HP1,12/06/2019 18:00,NO2,37.7,ug m-3,P
HP1,12/06/2019 19:00,NO2,49.2,ug m-3,P
HP1,12/06/2019 20:00,NO2,52.7,ug m-3,P
HP1,12/06/2019 21:00,NO2,59.5,ug m-3,P
HP1,12/06/2019 22:00,NO2,39.9,ug m-3,P
HP1,12/06/2019 23:00,NO2,27.6,ug m-3,P
HP1,13/06/2019 00:00,NO2,21.7,ug m-3,P
HP1,13/06/2019 01:00,NO2,13.6,ug m-3,P
HP1,13/06/2019 02:00,NO2,13.5,ug m-3,P
HP1,13/06/2019 03:00,NO2,11.0,ug m-3,P
HP1,13/06/2019 04:00,NO2,13.3,ug m-3,P
HP1,13/06/2019 05:00,NO2,17.4,ug m-3,P
HP1,13/06/2019 06:00,NO2,17.1,ug m-3,P
HP1,13/06/2019 07:00,NO2,14.6,ug m-3,P
HP1,13/06/2019 08:00,NO2,12.0,ug m-3,P
HP1,13/06/2019 09:00,NO2,8.5,ug m-3,P
HP1,13/06/2019 10:00,NO2,7.2,ug m-3,P
HP1,13/06/2019 11:00,NO2,7.4,ug m-3,P
HP1,13/06/2019 12:00,NO2,8.4,ug m-3,P
HP1,13/06/2019 13:00,NO2,7.7,ug m-3,P
HP1,13/06/2019 14:00,NO2,8.9,ug m-3,P
HP1,13/06/2019 15:00,NO2,9.5,ug m-3,P
HP1,13/06/2019 16:00,NO2,10.3,ug m-3,P
HP1,13/06/2019 17:00,NO2,10.7,ug m-3,P
HP1,13/06/2019 18:00,NO2,9.9,ug m-3,P
HP1,13/06/2019 19:00,NO2,10.6,ug m-3,P
HP1,13/06/2019 20:00,NO2,12.9,ug m-3,P
HP1,13/06/2019 21:00,NO2,11.6,ug m-3,P
HP1,13/06/2019 22:00,NO2,11.7,ug m-3,P
HP1,13/06/2019 23:00,NO2,9.6,ug m-3,P
HP1,14/06/2019 00:00,NO2,7.3,ug m-3,P
HP1,14/06/2019 01:00,NO2,5.3,ug m-3,P
HP1,14/06/2019 02:00,NO2,5.4,ug m-3,P
HP1,14/06/2019 03:00,NO2,5.3,ug m-3,P
HP1,14/06/2019 04:00,NO2,7.4,ug m-3,P
HP1,14/06/2019 05:00,NO2,9.0,ug m-3,P
HP1,14/06/2019 06:00,NO2,11.1,ug m-3,P
HP1,14/06/2019 07:00,NO2,14.8,ug m-3,P
HP1,14/06/2019 08:00,NO2,10.2,ug m-3,P
HP1,14/06/2019 09:00,NO2,6.4,ug m-3,P
HP1,14/06/2019 10:00,NO2,6.9,ug m-3,P
HP1,14/06/2019 11:00,NO2,6.4,ug m-3,P
HP1,14/06/2019 12:00,NO2,6.8,ug m-3,P
HP1,14/06/2019 13:00,NO2,5.7,ug m-3,P
HP1,14/06/2019 14:00,NO2,8.1,ug m-3,P
HP1,14/06/2019 15:00,NO2,7.0,ug m-3,P
HP1,14/06/2019 16:00,NO2,6.5,ug m-3,P
HP1,14/06/2019 17:00,NO2,6.4,ug m-3,P
HP1,14/06/2019 18:00,NO2,8.2,ug m-3,P
HP1,14/06/2019 19:00,NO2,10.4,ug m-3,P
HP1,14/06/2019 20:00,NO2,13.8,ug m-3,P
HP1,14/06/2019 21:00,NO2,24.0,ug m-3,P
HP1,14/06/2019 22:00,NO2,17.2,ug m-3,P
HP1,14/06/2019 23:00,NO2,16.7,ug m-3,P
HP1,15/06/2019 00:00,NO2,15.0,ug m-3,P
HP1,15/06/2019 01:00,NO2,13.4,ug m-3,P
HP1,15/06/2019 02:00,NO2,13.2,ug m-3,P
HP1,15/06/2019 03:00,NO2,11.6,ug m-3,P
HP1,15/06/2019 04:00,NO2,13.7,ug m-3,P
HP1,15/06/2019 05:00,NO2,16.6,ug m-3,P
HP1,15/06/2019 06:00,NO2,11.5,ug m-3,P
HP1,15/06/2019 07:00,NO2,8.6,ug m-3,P
HP1,15/06/2019 08:00,NO2,7.5,ug m-3,P
HP1,15/06/2019 09:00,NO2,5.7,ug m-3,P
HP1,15/06/2019 10:00,NO2,5.2,ug m-3,P
HP1,15/06/2019 11:00,NO2,4.9,ug m-3,P
HP1,15/06/2019 12:00,NO2,5.8,ug m-3,P
HP1,15/06/2019 13:00,NO2,5.7,ug m-3,P
HP1,15/06/2019 14:00,NO2,7.6,ug m-3,P
HP1,15/06/2019 15:00,NO2,5.9,ug m-3,P
HP1,15/06/2019 16:00,NO2,6.4,ug m-3,P
HP1,15/06/2019 17:00,NO2,6.7,ug m-3,P
HP1,15/06/2019 18:00,NO2,11.0,ug m-3,P
HP1,15/06/2019 19:00,NO2,11.7,ug m-3,P
HP1,15/06/2019 20:00,NO2,12.3,ug m-3,P
HP1,15/06/2019 21:00,NO2,15.3,ug m-3,P
HP1,15/06/2019 22:00,NO2,14.1,ug m-3,P
HP1,15/06/2019 23:00,NO2,12.8,ug m-3,P
HP1,16/06/2019 00:00,NO2,13.0,ug m-3,P
HP1,16/06/2019 01:00,NO2,11.0,ug m-3,P
HP1,16/06/2019 02:00,NO2,13.7,ug m-3,P
HP1,16/06/2019 03:00,NO2,15.0,ug m-3,P
HP1,16/06/2019 04:00,NO2,15.6,ug m-3,P
HP1,16/06/2019 05:00,NO2,10.8,ug m-3,P
HP1,16/06/2019 06:00,NO2,7.4,ug m-3,P
HP1,16/06/2019 07:00,NO2,6.8,ug m-3,P
HP1,16/06/2019 08:00,NO2,7.2,ug m-3,P
HP1,16/06/2019 09:00,NO2,5.8,ug m-3,P
HP1,16/06/2019 10:00,NO2,5.9,ug m-3,P
HP1,16/06/2019 11:00,NO2,4.8,ug m-3,P
HP1,16/06/2019 12:00,NO2,4.7,ug m-3,P
HP1,16/06/2019 13:00,NO2,5.7,ug m-3,P
HP1,16/06/2019 14:00,NO2,5.4,ug m-3,P
HP1,16/06/2019 15:00,NO2,6.0,ug m-3,P
HP1,16/06/2019 16:00,NO2,5.4,ug m-3,P
HP1,16/06/2019 17:00,NO2,5.2,ug m-3,P
HP1,16/06/2019 18:00,NO2,6.1,ug m-3,P
HP1,16/06/2019 19:00,NO2,6.9,ug m-3,P
HP1,16/06/2019 20:00,NO2,9.3,ug m-3,P
HP1,16/06/2019 21:00,NO2,11.4,ug m-3,P
HP1,16/06/2019 22:00,NO2,11.3,ug m-3,P
HP1,16/06/2019 23:00,NO2,10.4,ug m-3,P
HP1,17/06/2019 00:00,NO2,13.0,ug m-3,P
HP1,17/06/2019 01:00,NO2,9.8,ug m-3,P
HP1,17/06/2019 02:00,NO2,8.0,ug m-3,P
HP1,17/06/2019 03:00,NO2,8.5,ug m-3,P
HP1,17/06/2019 04:00,NO2,11.2,ug m-3,P
HP1,17/06/2019 05:00,NO2,17.3,ug m-3,P
HP1,17/06/2019 06:00,NO2,21.7,ug m-3,P
HP1,17/06/2019 07:00,NO2,17.3,ug m-3,P
HP1,17/06/2019 08:00,NO2,12.5,ug m-3,P
HP1,17/06/2019 09:00,NO2,8.5,ug m-3,P
HP1,17/06/2019 10:00,NO2,6.9,ug m-3,P
HP1,17/06/2019 11:00,NO2,5.7,ug m-3,P
HP1,17/06/2019 12:00,NO2,6.5,ug m-3,P
HP1,17/06/2019 13:00,NO2,6.4,ug m-3,P
HP1,17/06/2019 14:00,NO2,7.0,ug m-3,P
HP1,17/06/2019 15:00,NO2,6.4,ug m-3,P
HP1,17/06/2019 16:00,NO2,8.8,ug m-3,P
HP1,17/06/2019 17:00,NO2,9.6,ug m-3,P
HP1,17/06/2019 18:00,NO2,12.3,ug m-3,P
HP1,17/06/2019 19:00,NO2,11.2,ug m-3,P
HP1,17/06/2019 20:00,NO2,13.1,ug m-3,P
HP1,17/06/2019 21:00,NO2,13.9,ug m-3,P
HP1,17/06/2019 22:00,NO2,17.0,ug m-3,P
HP1,17/06/2019 23:00,NO2,12.6,ug m-3,P
HP1,18/06/2019 00:00,NO2,11.3,ug m-3,P
HP1,18/06/2019 01:00,NO2,12.6,ug m-3,P
HP1,18/06/2019 02:00,NO2,13.9,ug m-3,P
HP1,18/06/2019 03:00,NO2,17.8,ug m-3,P
HP1,18/06/2019 04:00,NO2,20.2,ug m-3,P
HP1,18/06/2019 05:00,NO2,26.3,ug m-3,P
HP1,18/06/2019 06:00,NO2,17.3,ug m-3,P
HP1,18/06/2019 07:00,NO2,21.1,ug m-3,P
HP1,18/06/2019 08:00,NO2,19.9,ug m-3,P
HP1,18/06/2019 09:00,NO2,14.9,ug m-3,P
HP1,18/06/2019 10:00,NO2,19.8,ug m-3,P
HP1,18/06/2019 11:00,NO2,16.5,ug m-3,P
HP1,18/06/2019 12:00,NO2,21.1,ug m-3,P
HP1,18/06/2019 13:00,NO2,19.5,ug m-3,P
HP1,18/06/2019 14:00,NO2,19.2,ug m-3,P
HP1,18/06/2019 15:00,NO2,37.0,ug m-3,P
HP1,18/06/2019 16:00,NO2,60.9,ug m-3,P
HP1,18/06/2019 17:00,NO2,62.4,ug m-3,P
HP1,18/06/2019 18:00,NO2,58.1,ug m-3,P
HP1,18/06/2019 19:00,NO2,50.6,ug m-3,P
HP1,18/06/2019 20:00,NO2,49.2,ug m-3,P
HP1,18/06/2019 21:00,NO2,50.2,ug m-3,P
HP1,18/06/2019 22:00,NO2,44.4,ug m-3,P
HP1,18/06/2019 23:00,NO2,21.6,ug m-3,P
HP1,19/06/2019 00:00,NO2,28.4,ug m-3,P
HP1,19/06/2019 01:00,NO2,34.2,ug m-3,P
HP1,19/06/2019 02:00,NO2,30.3,ug m-3,P
HP1,19/06/2019 03:00,NO2,21.4,ug m-3,P
HP1,19/06/2019 04:00,NO2,20.1,ug m-3,P
HP1,19/06/2019 05:00,NO2,24.2,ug m-3,P
HP1,19/06/2019 06:00,NO2,37.7,ug m-3,P
HP1,19/06/2019 07:00,NO2,36.2,ug m-3,P
HP1,19/06/2019 08:00,NO2,46.3,ug m-3,P
HP1,19/06/2019 09:00,NO2,57.1,ug m-3,P
HP1,19/06/2019 10:00,NO2,56.3,ug m-3,P
HP1,19/06/2019 11:00,NO2,45.0,ug m-3,P
HP1,19/06/2019 12:00,NO2,41.4,ug m-3,P
HP1,19/06/2019 13:00,NO2,33.9,ug m-3,P
HP1,19/06/2019 14:00,NO2,25.5,ug m-3,P
HP1,19/06/2019 15:00,NO2,22.9,ug m-3,P
HP1,19/06/2019 16:00,NO2,19.8,ug m-3,P
HP1,19/06/2019 17:00,NO2,17.1,ug m-3,P
HP1,19/06/2019 18:00,NO2,22.5,ug m-3,P
HP1,19/06/2019 19:00,NO2,23.8,ug m-3,P
HP1,19/06/2019 20:00,NO2,33.0,ug m-3,P
HP1,19/06/2019 21:00,NO2,21.5,ug m-3,P
HP1,19/06/2019 22:00,NO2,18.8,ug m-3,P
HP1,19/06/2019 23:00,NO2,14.9,ug m-3,P
HP1,20/06/2019 00:00,NO2,16.0,ug m-3,P
HP1,20/06/2019 01:00,NO2,16.2,ug m-3,P
HP1,20/06/2019 02:00,NO2,12.7,ug m-3,P
HP1,20/06/2019 03:00,NO2,11.1,ug m-3,P
HP1,20/06/2019 04:00,NO2,14.5,ug m-3,P
HP1,20/06/2019 05:00,NO2,19.6,ug m-3,P
HP1,20/06/2019 06:00,NO2,20.9,ug m-3,P
HP1,20/06/2019 07:00,NO2,19.6,ug m-3,P
HP1,20/06/2019 08:00,NO2,15.2,ug m-3,P
HP1,20/06/2019 09:00,NO2,11.8,ug m-3,P
HP1,20/06/2019 10:00,NO2,11.5,ug m-3,P
HP1,20/06/2019 11:00,NO2,10.7,ug m-3,P
HP1,20/06/2019 12:00,NO2,8.1,ug m-3,P
HP1,20/06/2019 13:00,NO2,11.1,ug m-3,P
HP1,20/06/2019 14:00,NO2,10.2,ug m-3,P
HP1,20/06/2019 15:00,NO2,13.7,ug m-3,P
HP1,20/06/2019 16:00,NO2,9.2,ug m-3,P
HP1,20/06/2019 17:00,NO2,14.3,ug m-3,P
HP1,20/06/2019 18:00,NO2,15.0,ug m-3,P
HP1,20/06/2019 19:00,NO2,11.9,ug m-3,P
HP1,20/06/2019 20:00,NO2,15.4,ug m-3,P
HP1,20/06/2019 21:00,NO2,14.0,ug m-3,P
HP1,20/06/2019 22:00,NO2,11.0,ug m-3,P
HP1,20/06/2019 23:00,NO2,10.6,ug m-3,P
HP1,21/06/2019 00:00,NO2,11.4,ug m-3,P
HP1,21/06/2019 01:00,NO2,9.8,ug m-3,P
HP1,21/06/2019 02:00,NO2,8.3,ug m-3,P
HP1,21/06/2019 03:00,NO2,9.1,ug m-3,P
HP1,21/06/2019 04:00,NO2,11.5,ug m-3,P
HP1,21/06/2019 05:00,NO2,14.6,ug m-3,P
HP1,21/06/2019 06:00,NO2,20.2,ug m-3,P
HP1,21/06/2019 07:00,NO2,16.2,ug m-3,P
HP1,21/06/2019 08:00,NO2,12.9,ug m-3,P
HP1,21/06/2019 09:00,NO2,11.3,ug m-3,P
HP1,21/06/2019 10:00,NO2,24.9,ug m-3,P
HP1,21/06/2019 11:00,NO2,23.8,ug m-3,P
HP1,21/06/2019 12:00,NO2,13.9,ug m-3,P
HP1,21/06/2019 13:00,NO2,19.2,ug m-3,P
HP1,21/06/2019 14:00,NO2,19.8,ug m-3,P
HP1,21/06/2019 15:00,NO2,13.6,ug m-3,P
HP1,21/06/2019 16:00,NO2,15.2,ug m-3,P
HP1,21/06/2019 17:00,NO2,21.4,ug m-3,P
HP1,21/06/2019 18:00,NO2,23.0,ug m-3,P
HP1,21/06/2019 19:00,NO2,17.3,ug m-3,P
HP1,21/06/2019 20:00,NO2,26.2,ug m-3,P
HP1,21/06/2019 21:00,NO2,20.4,ug m-3,P
HP1,21/06/2019 22:00,NO2,27.9,ug m-3,P
HP1,21/06/2019 23:00,NO2,38.5,ug m-3,P
HP1,22/06/2019 00:00,NO2,40.7,ug m-3,P
HP1,22/06/2019 01:00,NO2,33.6,ug m-3,P
HP1,22/06/2019 02:00,NO2,26.6,ug m-3,P
HP1,22/06/2019 03:00,NO2,22.7,ug m-3,P
HP1,22/06/2019 04:00,NO2,26.2,ug m-3,P
HP1,22/06/2019 05:00,NO2,15.0,ug m-3,P
HP1,22/06/2019 06:00,NO2,11.6,ug m-3,P
HP1,22/06/2019 07:00,NO2,5.9,ug m-3,P
HP1,22/06/2019 08:00,NO2,4.0,ug m-3,P
HP1,22/06/2019 09:00,NO2,3.9,ug m-3,P
HP1,22/06/2019 10:00,NO2,3.4,ug m-3,P
HP1,22/06/2019 11:00,NO2,5.3,ug m-3,P
HP1,22/06/2019 12:00,NO2,4.5,ug m-3,P
HP1,22/06/2019 13:00,NO2,4.9,ug m-3,P
HP1,22/06/2019 14:00,NO2,6.6,ug m-3,P
HP1,22/06/2019 15:00,NO2,6.6,ug m-3,P
HP1,22/06/2019 16:00,NO2,8.4,ug m-3,P
HP1,22/06/2019 17:00,NO2,8.2,ug m-3,P
HP1,22/06/2019 18:00,NO2,10.5,ug m-3,P
HP1,22/06/2019 19:00,NO2,12.5,ug m-3,P
HP1,22/06/2019 20:00,NO2,22.6,ug m-3,P
HP1,22/06/2019 21:00,NO2,20.2,ug m-3,P
HP1,22/06/2019 22:00,NO2,26.3,ug m-3,P
HP1,22/06/2019 23:00,NO2,33.2,ug m-3,P
HP1,23/06/2019 00:00,NO2,42.1,ug m-3,P
HP1,23/06/2019 01:00,NO2,33.9,ug m-3,P
HP1,23/06/2019 02:00,NO2,27.5,ug m-3,P
HP1,23/06/2019 03:00,NO2,42.3,ug m-3,P
HP1,23/06/2019 04:00,NO2,34.3,ug m-3,P
HP1,23/06/2019 05:00,NO2,25.5,ug m-3,P
HP1,23/06/2019 06:00,NO2,26.4,ug m-3,P
HP1,23/06/2019 07:00,NO2,34.2,ug m-3,P
HP1,23/06/2019 08:00,NO2,30.0,ug m-3,P
HP1,23/06/2019 09:00,NO2,21.8,ug m-3,P
HP1,23/06/2019 10:00,NO2,21.8,ug m-3,P
HP1,23/06/2019 11:00,NO2,14.6,ug m-3,P
HP1,23/06/2019 12:00,NO2,17.8,ug m-3,P
HP1,23/06/2019 13:00,NO2,13.2,ug m-3,P
HP1,23/06/2019 14:00,NO2,14.0,ug m-3,P
HP1,23/06/2019 15:00,NO2,18.2,ug m-3,P
HP1,23/06/2019 16:00,NO2,20.5,ug m-3,P
HP1,23/06/2019 17:00,NO2,20.7,ug m-3,P
HP1,23/06/2019 18:00,NO2,23.8,ug m-3,P
HP1,23/06/2019 19:00,NO2,24.3,ug m-3,P
HP1,23/06/2019 20:00,NO2,27.6,ug m-3,P
HP1,23/06/2019 21:00,NO2,29.5,ug m-3,P
HP1,23/06/2019 22:00,NO2,37.1,ug m-3,P
HP1,23/06/2019 23:00,NO2,31.5,ug m-3,P
HP1,24/06/2019 00:00,NO2,30.6,ug m-3,P
HP1,24/06/2019 01:00,NO2,34.0,ug m-3,P
HP1,24/06/2019 02:00,NO2,36.0,ug m-3,P
HP1,24/06/2019 03:00,NO2,47.6,ug m-3,P
HP1,24/06/2019 04:00,NO2,50.5,ug m-3,P
HP1,24/06/2019 05:00,NO2,53.5,ug m-3,P
HP1,24/06/2019 06:00,NO2,54.6,ug m-3,P
HP1,24/06/2019 07:00,NO2,29.0,ug m-3,P
HP1,24/06/2019 08:00,NO2,21.9,ug m-3,P
HP1,24/06/2019 09:00,NO2,27.0,ug m-3,P
HP1,24/06/2019 10:00,NO2,30.3,ug m-3,P
HP1,24/06/2019 11:00,NO2,24.1,ug m-3,P
HP1,24/06/2019 12:00,NO2,19.5,ug m-3,P
HP1,24/06/2019 13:00,NO2,18.3,ug m-3,P
HP1,24/06/2019 14:00,NO2,18.5,ug m-3,P
HP1,24/06/2019 15:00,NO2,13.4,ug m-3,P
HP1,24/06/2019 16:00,NO2,19.1,ug m-3,P
HP1,24/06/2019 17:00,NO2,16.2,ug m-3,P
HP1,24/06/2019 18:00,NO2,16.2,ug m-3,P
HP1,24/06/2019 19:00,NO2,16.7,ug m-3,P
HP1,24/06/2019 20:00,NO2,32.3,ug m-3,P
HP1,24/06/2019 21:00,NO2,42.8,ug m-3,P
HP1,24/06/2019 22:00,NO2,28.3,ug m-3,P
HP1,24/06/2019 23:00,NO2,30.5,ug m-3,P
HP1,25/06/2019 00:00,NO2,37.9,ug m-3,P
HP1,25/06/2019 01:00,NO2,31.2,ug m-3,P
HP1,25/06/2019 02:00,NO2,29.7,ug m-3,P
HP1,25/06/2019 03:00,NO2,36.5,ug m-3,P
HP1,25/06/2019 04:00,NO2,39.5,ug m-3,P
HP1,25/06/2019 05:00,NO2,44.3,ug m-3,P
HP1,25/06/2019 06:00,NO2,39.1,ug m-3,P
HP1,25/06/2019 07:00,NO2,45.1,ug m-3,P
HP1,25/06/2019 08:00,NO2,44.3,ug m-3,P
HP1,25/06/2019 09:00,NO2,29.7,ug m-3,P
HP1,25/06/2019 10:00,NO2,26.6,ug m-3,P
HP1,25/06/2019 11:00,NO2,20.6,ug m-3,P
HP1,25/06/2019 12:00,NO2,15.3,ug m-3,P
HP1,25/06/2019 13:00,NO2,17.4,ug m-3,P
HP1,25/06/2019 14:00,NO2,20.5,ug m-3,P
HP1,25/06/2019 15:00,NO2,19.8,ug m-3,P
HP1,25/06/2019 16:00,NO2,21.1,ug m-3,P
HP1,25/06/2019 17:00,NO2,21.6,ug m-3,P
HP1,25/06/2019 18:00,NO2,23.0,ug m-3,P
HP1,25/06/2019 19:00,NO2,23.9,ug m-3,P
HP1,25/06/2019 20:00,NO2,23.7,ug m-3,P
HP1,25/06/2019 21:00,NO2,16.6,ug m-3,P
HP1,25/06/2019 22:00,NO2,14.5,ug m-3,P
HP1,25/06/2019 23:00,NO2,11.7,ug m-3,P
HP1,26/06/2019 00:00,NO2,8.8,ug m-3,P
HP1,26/06/2019 01:00,NO2,5.4,ug m-3,P
HP1,26/06/2019 02:00,NO2,5.7,ug m-3,P
HP1,26/06/2019 03:00,NO2,5.0,ug m-3,P
HP1,26/06/2019 04:00,NO2,6.9,ug m-3,P
HP1,26/06/2019 05:00,NO2,9.0,ug m-3,P
HP1,26/06/2019 06:00,NO2,17.7,ug m-3,P
HP1,26/06/2019 07:00,NO2,19.8,ug m-3,P
HP1,26/06/2019 08:00,NO2,18.5,ug m-3,P
HP1,26/06/2019 09:00,NO2,14.8,ug m-3,P
HP1,26/06/2019 10:00,NO2,12.7,ug m-3,P
HP1,26/06/2019 11:00,NO2,14.0,ug m-3,P
HP1,26/06/2019 12:00,NO2,9.4,ug m-3,P
HP1,26/06/2019 13:00,NO2,8.1,ug m-3,P
HP1,26/06/2019 14:00,NO2,7.9,ug m-3,P
HP1,26/06/2019 15:00,NO2,7.8,ug m-3,P
HP1,26/06/2019 16:00,NO2,9.6,ug m-3,P
HP1,26/06/2019 17:00,NO2,10.8,ug m-3,P
HP1,26/06/2019 18:00,NO2,10.6,ug m-3,P
HP1,26/06/2019 19:00,NO2,14.3,ug m-3,P
HP1,26/06/2019 20:00,NO2,10.4,ug m-3,P
HP1,26/06/2019 21:00,NO2,8.3,ug m-3,P
HP1,26/06/2019 22:00,NO2,6.8,ug m-3,P
HP1,26/06/2019 23:00,NO2,6.2,ug m-3,P
HP1,27/06/2019 00:00,NO2,5.2,ug m-3,P
HP1,27/06/2019 01:00,NO2,5.6,ug m-3,P
HP1,27/06/2019 02:00,NO2,5.9,ug m-3,P
HP1,27/06/2019 03:00,NO2,5.7,ug m-3,P
HP1,27/06/2019 04:00,NO2,8.9,ug m-3,P
HP1,27/06/2019 05:00,NO2,12.2,ug m-3,P
HP1,27/06/2019 06:00,NO2,14.7,ug m-3,P
HP1,27/06/2019 07:00,NO2,12.0,ug m-3,P
HP1,27/06/2019 08:00,NO2,11.0,ug m-3,P
HP1,27/06/2019 09:00,NO2,9.9,ug m-3,P
HP1,27/06/2019 10:00,NO2,7.4,ug m-3,P
HP1,27/06/2019 11:00,NO2,7.5,ug m-3,P
