Outlier,Pollutant Name,Provisional or Ratified,Reading Time,Site,Units,Value
Value,NO,P,25/12/2018 00:00,HP1,ug m-3,131.2
Value,NO,P,25/12/2018 01:00,HP1,ug m-3,142.39999
Value,NO,P,25/12/2018 02:00,HP1,ug m-3,125.2
Value,NO,P,25/12/2018 03:00,HP1,ug m-3,102.5
Value,NO,P,27/12/2018 10:00,HP1,ug m-3,102.8
Value,NO,P,27/12/2018 11:00,HP1,ug m-3,98.7
Value,NO,P,27/12/2018 12:00,HP1,ug m-3,106.8
Value,NO,P,27/12/2018 13:00,HP1,ug m-3,99.0
Value,NO,P,27/12/2018 15:00,HP1,ug m-3,96.5
Value,NO,P,27/12/2018 16:00,HP1,ug m-3,104.6
Value,NO,P,27/12/2018 17:00,HP1,ug m-3,119.3
Value,NO,P,27/12/2018 18:00,HP1,ug m-3,143.0
Value,NO,P,27/12/2018 19:00,HP1,ug m-3,121.2
Value,NO,P,27/12/2018 20:00,HP1,ug m-3,157.3
Value,NO,P,27/12/2018 21:00,HP1,ug m-3,176.7
Value,NO,P,27/12/2018 22:00,HP1,ug m-3,172.60001
Value,NO,P,27/12/2018 23:00,HP1,ug m-3,130.2
Value,NO,P,10/01/2019 09:00,HP1,ug m-3,109.0
Value,NO,P,10/01/2019 10:00,HP1,ug m-3,100.3
Value,NO,P,18/01/2019 08:00,HP1,ug m-3,118.7
Value,NO,P,18/01/2019 09:00,HP1,ug m-3,110.9
Value,NO,P,24/01/2019 16:00,HP1,ug m-3,94.0
Value,NO,P,24/01/2019 17:00,HP1,ug m-3,112.6
Value,NO,P,24/01/2019 18:00,HP1,ug m-3,132.39999
Value,NO,P,24/01/2019 19:00,HP1,ug m-3,148.5
Value,NO,P,24/01/2019 20:00,HP1,ug m-3,145.89999
Value,NO,P,24/01/2019 21:00,HP1,ug m-3,149.8
Value,NO,P,24/01/2019 22:00,HP1,ug m-3,134.10001
Value,NO,P,24/01/2019 23:00,HP1,ug m-3,127.2
Value,NO,P,25/01/2019 00:00,HP1,ug m-3,124.4
Value,NO,P,25/01/2019 01:00,HP1,ug m-3,142.3
Value,NO,P,28/01/2019 20:00,HP1,ug m-3,97.0
Value,NO,P,30/01/2019 20:00,HP1,ug m-3,107.1
Value,NO,P,30/01/2019 21:00,HP1,ug m-3,133.7
Value,NO,P,30/01/2019 22:00,HP1,ug m-3,141.10001
Value,NO,P,30/01/2019 23:00,HP1,ug m-3,143.10001
Value,NO,P,31/01/2019 00:00,HP1,ug m-3,172.0
Value,NO,P,31/01/2019 01:00,HP1,ug m-3,150.0
Value,NO,P,31/01/2019 02:00,HP1,ug m-3,139.89999
Value,NO,P,31/01/2019 03:00,HP1,ug m-3,116.3
Value,NO,P,31/01/2019 04:00,HP1,ug m-3,99.5
Value,NO,P,31/01/2019 07:00,HP1,ug m-3,144.39999
Value,NO,P,31/01/2019 08:00,HP1,ug m-3,164.39999
Value,NO,P,31/01/2019 09:00,HP1,ug m-3,204.3
Value,NO,P,31/01/2019 10:00,HP1,ug m-3,134.60001
Value,NO,P,31/01/2019 11:00,HP1,ug m-3,93.3
Value,NO,P,14/02/2019 08:00,HP1,ug m-3,159.2
Value,NO,P,14/02/2019 09:00,HP1,ug m-3,138.39999
Value,NO,P,22/02/2019 19:00,HP1,ug m-3,92.4
Value,NO,P,23/02/2019 22:00,HP1,ug m-3,97.1
Value,NO,P,24/02/2019 03:00,HP1,ug m-3,96.0
Value,NO,P,24/02/2019 20:00,HP1,ug m-3,92.9
Value,NO,P,24/02/2019 21:00,HP1,ug m-3,99.3
Value,NO,P,24/02/2019 22:00,HP1,ug m-3,114.3
Value,NO,P,24/02/2019 23:00,HP1,ug m-3,113.8
Value,NO,P,25/02/2019 00:00,HP1,ug m-3,117.2
Value,NO,P,25/02/2019 01:00,HP1,ug m-3,118.4
Value,NO,P,25/02/2019 02:00,HP1,ug m-3,116.8
Value,NO,P,25/02/2019 03:00,HP1,ug m-3,111.3
Value,NO,P,25/02/2019 04:00,HP1,ug m-3,111.3
Value,NO,P,25/02/2019 05:00,HP1,ug m-3,119.3
Value,NO,P,25/02/2019 06:00,HP1,ug m-3,125.0
Value,NO,P,25/02/2019 07:00,HP1,ug m-3,126.7
Value,NO,P,25/02/2019 08:00,HP1,ug m-3,174.89999
Value,NO,P,25/02/2019 09:00,HP1,ug m-3,213.0
Value,NO,P,25/02/2019 10:00,HP1,ug m-3,189.3
Value,NO,P,25/02/2019 11:00,HP1,ug m-3,171.5
Value,NO,P,25/02/2019 12:00,HP1,ug m-3,150.0
Value,NO,P,25/02/2019 21:00,HP1,ug m-3,110.9
Value,NO,P,25/02/2019 22:00,HP1,ug m-3,127.5
Value,NO,P,25/02/2019 23:00,HP1,ug m-3,126.3
Value,NO,P,26/02/2019 00:00,HP1,ug m-3,146.60001
Value,NO,P,26/02/2019 01:00,HP1,ug m-3,167.0
Value,NO,P,26/02/2019 02:00,HP1,ug m-3,146.5
Value,NO,P,26/02/2019 03:00,HP1,ug m-3,135.10001
Value,NO,P,26/02/2019 04:00,HP1,ug m-3,136.10001
Value,NO,P,26/02/2019 05:00,HP1,ug m-3,127.9
Value,NO,P,26/02/2019 06:00,HP1,ug m-3,135.60001
Value,NO,P,26/02/2019 07:00,HP1,ug m-3,188.10001
Value,NO,P,26/02/2019 08:00,HP1,ug m-3,188.89999
Value,NO,P,26/02/2019 09:00,HP1,ug m-3,156.0
Value,NO,P,26/02/2019 10:00,HP1,ug m-3,129.2
Value,NO,P,26/02/2019 11:00,HP1,ug m-3,177.8
Value,NO,P,26/02/2019 12:00,HP1,ug m-3,143.0
Value,NO,P,26/02/2019 18:00,HP1,ug m-3,136.10001
Value,NO,P,26/02/2019 19:00,HP1,ug m-3,140.5
Value,NO,P,26/02/2019 20:00,HP1,ug m-3,134.10001
Value,NO,P,26/02/2019 21:00,HP1,ug m-3,135.60001
Value,NO,P,26/02/2019 22:00,HP1,ug m-3,125.1
Value,NO,P,26/02/2019 23:00,HP1,ug m-3,135.10001
Value,NO,P,27/02/2019 00:00,HP1,ug m-3,135.10001
Value,NO,P,27/02/2019 01:00,HP1,ug m-3,136.3
Value,NO,P,27/02/2019 02:00,HP1,ug m-3,137.8
Value,NO,P,27/02/2019 03:00,HP1,ug m-3,132.7
Value,NO,P,27/02/2019 04:00,HP1,ug m-3,129.10001
Value,NO,P,27/02/2019 05:00,HP1,ug m-3,132.3
Value,NO,P,27/02/2019 06:00,HP1,ug m-3,153.2
Value,NO,P,27/02/2019 07:00,HP1,ug m-3,167.10001
Value,NO,P,27/02/2019 08:00,HP1,ug m-3,187.5
Value,NO,P,27/02/2019 09:00,HP1,ug m-3,215.8
Value,NO,P,27/02/2019 10:00,HP1,ug m-3,161.89999
Value,NO,P,27/02/2019 11:00,HP1,ug m-3,98.1
Value,NO,P,27/03/2019 22:00,HP1,ug m-3,101.3
Value,NO,P,27/03/2019 23:00,HP1,ug m-3,113.2
Value,NO,P,28/03/2019 00:00,HP1,ug m-3,100.7
Value,NO,P,30/03/2019 00:00,HP1,ug m-3,98.9
Value,NO,P,30/03/2019 01:00,HP1,ug m-3,109.5
Value,NO,P,30/03/2019 02:00,HP1,ug m-3,126.2
Value,NO,P,30/03/2019 03:00,HP1,ug m-3,116.8
Value,NO,P,30/03/2019 04:00,HP1,ug m-3,109.9
Value,NO,P,30/03/2019 05:00,HP1,ug m-3,106.6
Value,NO,P,03/05/2019 08:00,HP1,ug m-3,107.0
Value,NO2,P,26/02/2019 11:00,HP1,ug m-3,96.3
Value,NO2,P,26/02/2019 12:00,HP1,ug m-3,91.7
Value,NO2,P,26/02/2019 18:00,HP1,ug m-3,93.7
Value,NO2,P,26/03/2019 20:00,HP1,ug m-3,92.2
Value,NO2,P,27/03/2019 21:00,HP1,ug m-3,92.6
Value,NO2,P,22/04/2019 23:00,HP1,ug m-3,95.2
Value,O3,P,03/03/2019 19:00,HP1,ug m-3,92.0
Value,O3,P,03/03/2019 20:00,HP1,ug m-3,94.0
Value,O3,P,03/03/2019 21:00,HP1,ug m-3,93.9
Value,O3,P,03/03/2019 22:00,HP1,ug m-3,93.0
Value,O3,P,09/03/2019 13:00,HP1,ug m-3,92.7
Value,O3,P,09/03/2019 14:00,HP1,ug m-3,94.3
Value,O3,P,09/03/2019 15:00,HP1,ug m-3,92.0
Value,O3,P,14/03/2019 13:00,HP1,ug m-3,95.5
Value,O3,P,14/03/2019 14:00,HP1,ug m-3,95.7
Value,O3,P,14/03/2019 15:00,HP1,ug m-3,92.7
Value,O3,P,29/03/2019 13:00,HP1,ug m-3,92.2
Value,O3,P,29/03/2019 14:00,HP1,ug m-3,96.7
Value,O3,P,29/03/2019 15:00,HP1,ug m-3,92.9
Value,O3,P,29/03/2019 16:00,HP1,ug m-3,92.9
Value,O3,P,30/03/2019 16:00,HP1,ug m-3,92.4
Value,O3,P,01/04/2019 16:00,HP1,ug m-3,96.6
Value,O3,P,05/04/2019 12:00,HP1,ug m-3,91.6
Value,O3,P,05/04/2019 13:00,HP1,ug m-3,95.2
Value,O3,P,05/04/2019 14:00,HP1,ug m-3,96.0
Value,O3,P,05/04/2019 15:00,HP1,ug m-3,93.9
Value,O3,P,09/04/2019 19:00,HP1,ug m-3,92.2
Value,O3,P,09/04/2019 20:00,HP1,ug m-3,93.9
Value,O3,P,11/04/2019 13:00,HP1,ug m-3,94.0
Value,O3,P,11/04/2019 14:00,HP1,ug m-3,94.5
Value,O3,P,11/04/2019 15:00,HP1,ug m-3,97.4
Value,O3,P,11/04/2019 16:00,HP1,ug m-3,94.5
Value,O3,P,13/04/2019 13:00,HP1,ug m-3,92.7
Value,O3,P,13/04/2019 14:00,HP1,ug m-3,100.7
Value,O3,P,13/04/2019 15:00,HP1,ug m-3,100.8
Value,O3,P,13/04/2019 16:00,HP1,ug m-3,98.8
Value,O3,P,13/04/2019 17:00,HP1,ug m-3,94.4
Value,O3,P,14/04/2019 11:00,HP1,ug m-3,93.8
Value,O3,P,14/04/2019 12:00,HP1,ug m-3,96.9
Value,O3,P,14/04/2019 13:00,HP1,ug m-3,99.7
Value,O3,P,14/04/2019 14:00,HP1,ug m-3,97.6
Value,O3,P,14/04/2019 15:00,HP1,ug m-3,98.3
Value,O3,P,14/04/2019 16:00,HP1,ug m-3,100.4
Value,O3,P,14/04/2019 17:00,HP1,ug m-3,94.9
Value,O3,P,15/04/2019 11:00,HP1,ug m-3,92.5
Value,O3,P,17/04/2019 17:00,HP1,ug m-3,94.1
Value,O3,P,17/04/2019 18:00,HP1,ug m-3,102.5
Value,O3,P,18/04/2019 12:00,HP1,ug m-3,97.4
Value,O3,P,18/04/2019 13:00,HP1,ug m-3,114.0
Value,O3,P,18/04/2019 14:00,HP1,ug m-3,111.6
Value,O3,P,18/04/2019 15:00,HP1,ug m-3,116.0
Value,O3,P,18/04/2019 16:00,HP1,ug m-3,93.7
Value,O3,P,19/04/2019 11:00,HP1,ug m-3,91.9
Value,O3,P,19/04/2019 12:00,HP1,ug m-3,115.4
Value,O3,P,19/04/2019 13:00,HP1,ug m-3,123.8
Value,O3,P,19/04/2019 14:00,HP1,ug m-3,129.5
Value,O3,P,19/04/2019 15:00,HP1,ug m-3,126.8
Value,O3,P,19/04/2019 16:00,HP1,ug m-3,126.3
Value,O3,P,19/04/2019 17:00,HP1,ug m-3,124.5
Value,O3,P,19/04/2019 18:00,HP1,ug m-3,117.0
Value,O3,P,20/04/2019 11:00,HP1,ug m-3,103.4
Value,O3,P,20/04/2019 12:00,HP1,ug m-3,119.9
Value,O3,P,20/04/2019 13:00,HP1,ug m-3,131.7
Value,O3,P,20/04/2019 14:00,HP1,ug m-3,133.2
Value,O3,P,20/04/2019 15:00,HP1,ug m-3,139.10001
Value,O3,P,20/04/2019 16:00,HP1,ug m-3,141.7
Value,O3,P,20/04/2019 17:00,HP1,ug m-3,137.89999
Value,O3,P,20/04/2019 18:00,HP1,ug m-3,129.5
Value,O3,P,20/04/2019 19:00,HP1,ug m-3,119.1
Value,O3,P,20/04/2019 20:00,HP1,ug m-3,105.9
Value,O3,P,20/04/2019 21:00,HP1,ug m-3,102.4
Value,O3,P,20/04/2019 22:00,HP1,ug m-3,93.8
Value,O3,P,21/04/2019 11:00,HP1,ug m-3,101.9
Value,O3,P,21/04/2019 12:00,HP1,ug m-3,125.0
Value,O3,P,21/04/2019 13:00,HP1,ug m-3,134.89999
Value,O3,P,21/04/2019 14:00,HP1,ug m-3,149.8
Value,O3,P,21/04/2019 15:00,HP1,ug m-3,144.7
Value,O3,P,21/04/2019 16:00,HP1,ug m-3,141.8
Value,O3,P,21/04/2019 17:00,HP1,ug m-3,138.60001
Value,O3,P,21/04/2019 18:00,HP1,ug m-3,128.2
Value,O3,P,21/04/2019 19:00,HP1,ug m-3,124.1
Value,O3,P,21/04/2019 20:00,HP1,ug m-3,119.9
Value,O3,P,21/04/2019 21:00,HP1,ug m-3,104.1
Value,O3,P,21/04/2019 22:00,HP1,ug m-3,97.6
Value,O3,P,22/04/2019 11:00,HP1,ug m-3,107.2
Value,O3,P,22/04/2019 12:00,HP1,ug m-3,148.89999
Value,O3,P,22/04/2019 13:00,HP1,ug m-3,148.0
Value,O3,P,22/04/2019 14:00,HP1,ug m-3,141.5
Value,O3,P,22/04/2019 15:00,HP1,ug m-3,116.8
Value,O3,P,22/04/2019 16:00,HP1,ug m-3,97.9
Value,O3,P,22/04/2019 17:00,HP1,ug m-3,92.1
Value,O3,P,01/05/2019 16:00,HP1,ug m-3,92.8
Value,O3,P,07/05/2019 10:00,HP1,ug m-3,91.9
Value,O3,P,07/05/2019 13:00,HP1,ug m-3,99.5
Value,O3,P,07/05/2019 14:00,HP1,ug m-3,99.6
Value,O3,P,07/05/2019 15:00,HP1,ug m-3,98.8
Value,O3,P,07/05/2019 16:00,HP1,ug m-3,101.8
Value,O3,P,07/05/2019 17:00,HP1,ug m-3,103.7
Value,O3,P,07/05/2019 18:00,HP1,ug m-3,98.4
Value,O3,P,07/05/2019 19:00,HP1,ug m-3,92.4
Value,O3,P,07/05/2019 22:00,HP1,ug m-3,92.8
Value,O3,P,11/05/2019 15:00,HP1,ug m-3,95.0
Value,O3,P,11/05/2019 16:00,HP1,ug m-3,92.9
Value,O3,P,11/05/2019 17:00,HP1,ug m-3,94.7
Value,O3,P,12/05/2019 13:00,HP1,ug m-3,91.6
Value,O3,P,12/05/2019 14:00,HP1,ug m-3,94.0
Value,O3,P,12/05/2019 15:00,HP1,ug m-3,92.0
Value,O3,P,13/05/2019 13:00,HP1,ug m-3,95.3
Value,O3,P,13/05/2019 14:00,HP1,ug m-3,92.3
Value,O3,P,13/05/2019 15:00,HP1,ug m-3,95.8
Value,O3,P,13/05/2019 16:00,HP1,ug m-3,94.9
Value,O3,P,14/05/2019 17:00,HP1,ug m-3,92.0
Value,O3,P,15/05/2019 11:00,HP1,ug m-3,102.7
Value,O3,P,15/05/2019 12:00,HP1,ug m-3,111.6
Value,O3,P,15/05/2019 13:00,HP1,ug m-3,110.7
Value,O3,P,15/05/2019 14:00,HP1,ug m-3,109.1
Value,O3,P,15/05/2019 15:00,HP1,ug m-3,110.6
Value,O3,P,15/05/2019 16:00,HP1,ug m-3,112.9
Value,O3,P,15/05/2019 17:00,HP1,ug m-3,108.8
Value,O3,P,15/05/2019 18:00,HP1,ug m-3,106.9
Value,O3,P,15/05/2019 19:00,HP1,ug m-3,107.0
Value,O3,P,15/05/2019 20:00,HP1,ug m-3,92.0
Value,O3,P,16/05/2019 10:00,HP1,ug m-3,92.1
Value,O3,P,16/05/2019 11:00,HP1,ug m-3,91.6
Value,O3,P,16/05/2019 12:00,HP1,ug m-3,91.6
Value,O3,P,16/05/2019 13:00,HP1,ug m-3,107.3
Value,O3,P,16/05/2019 14:00,HP1,ug m-3,105.5
Value,O3,P,16/05/2019 15:00,HP1,ug m-3,105.2
Value,O3,P,16/05/2019 16:00,HP1,ug m-3,105.4
Value,O3,P,16/05/2019 17:00,HP1,ug m-3,106.1
Value,O3,P,16/05/2019 18:00,HP1,ug m-3,105.4
Value,O3,P,16/05/2019 19:00,HP1,ug m-3,96.0
Value,O3,P,18/05/2019 15:00,HP1,ug m-3,96.0
Value,O3,P,19/05/2019 13:00,HP1,ug m-3,93.8
Value,O3,P,21/05/2019 13:00,HP1,ug m-3,93.9
Value,O3,P,21/05/2019 14:00,HP1,ug m-3,95.1
Value,O3,P,21/05/2019 15:00,HP1,ug m-3,96.9
Value,O3,P,21/05/2019 16:00,HP1,ug m-3,98.4
Value,O3,P,21/05/2019 17:00,HP1,ug m-3,98.3
Value,O3,P,21/05/2019 18:00,HP1,ug m-3,96.9
Value,O3,P,21/05/2019 19:00,HP1,ug m-3,92.4
Value,O3,P,22/05/2019 13:00,HP1,ug m-3,99.0
Value,O3,P,22/05/2019 14:00,HP1,ug m-3,103.8
Value,O3,P,22/05/2019 15:00,HP1,ug m-3,108.3
Value,O3,P,22/05/2019 16:00,HP1,ug m-3,108.8
Value,O3,P,22/05/2019 17:00,HP1,ug m-3,106.0
Value,O3,P,22/05/2019 18:00,HP1,ug m-3,103.0
Value,O3,P,22/05/2019 19:00,HP1,ug m-3,95.1
Value,O3,P,23/05/2019 10:00,HP1,ug m-3,99.0
Value,O3,P,23/05/2019 11:00,HP1,ug m-3,103.4
Value,O3,P,23/05/2019 12:00,HP1,ug m-3,111.3
Value,O3,P,23/05/2019 13:00,HP1,ug m-3,118.2
Value,O3,P,23/05/2019 14:00,HP1,ug m-3,119.3
Value,O3,P,23/05/2019 15:00,HP1,ug m-3,119.1
Value,O3,P,23/05/2019 16:00,HP1,ug m-3,118.2
Value,O3,P,23/05/2019 17:00,HP1,ug m-3,110.3
Value,O3,P,23/05/2019 18:00,HP1,ug m-3,103.0
Value,O3,P,23/05/2019 19:00,HP1,ug m-3,92.7
Value,O3,P,01/06/2019 15:00,HP1,ug m-3,94.5
Value,O3,P,01/06/2019 16:00,HP1,ug m-3,95.9
Value,O3,P,01/06/2019 17:00,HP1,ug m-3,92.8
Value,O3,P,02/06/2019 09:00,HP1,ug m-3,93.2
Value,O3,P,02/06/2019 10:00,HP1,ug m-3,93.2
Value,O3,P,02/06/2019 11:00,HP1,ug m-3,96.0
Value,O3,P,02/06/2019 12:00,HP1,ug m-3,93.0
Value,O3,P,02/06/2019 13:00,HP1,ug m-3,97.3
Value,O3,P,22/06/2019 13:00,HP1,ug m-3,93.6
Value,O3,P,22/06/2019 14:00,HP1,ug m-3,97.8
Value,O3,P,22/06/2019 15:00,HP1,ug m-3,95.2
Value,O3,P,23/06/2019 11:00,HP1,ug m-3,102.8
Value,O3,P,23/06/2019 12:00,HP1,ug m-3,103.8
Value,O3,P,23/06/2019 13:00,HP1,ug m-3,107.2
Value,O3,P,23/06/2019 14:00,HP1,ug m-3,112.5
Value,O3,P,23/06/2019 15:00,HP1,ug m-3,108.1
Value,O3,P,23/06/2019 16:00,HP1,ug m-3,103.3
Value,O3,P,23/06/2019 17:00,HP1,ug m-3,108.3
Value,O3,P,23/06/2019 18:00,HP1,ug m-3,111.2
Value,O3,P,23/06/2019 19:00,HP1,ug m-3,113.9
Value,O3,P,23/06/2019 20:00,HP1,ug m-3,102.4
Value,O3,P,23/06/2019 21:00,HP1,ug m-3,92.6
Value,O3,P,29/06/2019 10:00,HP1,ug m-3,112.0
Value,O3,P,29/06/2019 11:00,HP1,ug m-3,131.0
Value,O3,P,29/06/2019 12:00,HP1,ug m-3,135.0
Value,O3,P,29/06/2019 13:00,HP1,ug m-3,135.8
Value,O3,P,29/06/2019 14:00,HP1,ug m-3,142.3
Value,O3,P,29/06/2019 15:00,HP1,ug m-3,132.5
Value,O3,P,29/06/2019 16:00,HP1,ug m-3,141.7
Value,O3,P,29/06/2019 17:00,HP1,ug m-3,141.60001
Value,O3,P,29/06/2019 18:00,HP1,ug m-3,142.60001
Value,O3,P,29/06/2019 19:00,HP1,ug m-3,128.7
Value,O3,P,29/06/2019 20:00,HP1,ug m-3,109.7
Value,O3,P,29/06/2019 21:00,HP1,ug m-3,109.7
Value,O3,P,29/06/2019 22:00,HP1,ug m-3,123.5
Value,O3,P,29/06/2019 23:00,HP1,ug m-3,109.9
Value,O3,P,30/06/2019 00:00,HP1,ug m-3,99.2
Value,PM10,P,28/03/2019 00:00,HP1,ug/m3,99.0
Value,PM10,P,17/04/2019 23:00,HP1,ug/m3,94.6
Value,PM10,P,18/04/2019 00:00,HP1,ug/m3,94.8
Value,PM10,P,18/04/2019 01:00,HP1,ug/m3,97.2
Value,PM10,P,18/04/2019 02:00,HP1,ug/m3,96.2
Value,PM10,P,22/04/2019 01:00,HP1,ug/m3,96.5
Value,PM10,P,22/04/2019 02:00,HP1,ug/m3,99.3
Value,PM10,P,22/04/2019 03:00,HP1,ug/m3,100.9
Value,PM10,P,22/04/2019 04:00,HP1,ug/m3,98.4
Value,Total Suspended Particles,P,10/01/2019 09:00,HP1,ug/m3,112.9
Value,Total Suspended Particles,P,25/02/2019 11:00,HP1,ug/m3,92.8
Value,Total Suspended Particles,P,26/02/2019 11:00,HP1,ug/m3,122.8
Value,Total Suspended Particles,P,26/02/2019 12:00,HP1,ug/m3,98.2
Value,Total Suspended Particles,P,26/02/2019 18:00,HP1,ug/m3,100.7
Value,Total Suspended Particles,P,27/02/2019 09:00,HP1,ug/m3,93.6
Value,Total Suspended Particles,P,28/03/2019 00:00,HP1,ug/m3,105.0
Value,Total Suspended Particles,P,31/03/2019 02:00,HP1,ug/m3,92.7
Value,Total Suspended Particles,P,31/03/2019 03:00,HP1,ug/m3,91.9
Value,Total Suspended Particles,P,17/04/2019 23:00,HP1,ug/m3,100.4
Value,Total Suspended Particles,P,18/04/2019 00:00,HP1,ug/m3,99.4
Value,Total Suspended Particles,P,18/04/2019 01:00,HP1,ug/m3,102.6
Value,Total Suspended Particles,P,18/04/2019 02:00,HP1,ug/m3,100.5
Value,Total Suspended Particles,P,22/04/2019 01:00,HP1,ug/m3,100.0
Value,Total Suspended Particles,P,22/04/2019 02:00,HP1,ug/m3,104.8
Value,Total Suspended Particles,P,22/04/2019 03:00,HP1,ug/m3,104.5
Value,Total Suspended Particles,P,22/04/2019 04:00,HP1,ug/m3,101.1
Value,Total Suspended Particles,P,22/04/2019 05:00,HP1,ug/m3,94.8
Value,Total Suspended Particles,P,22/04/2019 19:00,HP1,ug/m3,92.0
Value,Total Suspended Particles,P,22/04/2019 20:00,HP1,ug/m3,98.1
Value,Total Suspended Particles,P,22/04/2019 21:00,HP1,ug/m3,92.1
Value,Total Suspended Particles,P,22/04/2019 22:00,HP1,ug/m3,95.6
Value,Total Suspended Particles,P,22/04/2019 23:00,HP1,ug/m3,96.9
Value,Total Suspended Particles,P,23/04/2019 00:00,HP1,ug/m3,93.3
Value,Total Suspended Particles,P,23/04/2019 01:00,HP1,ug/m3,96.8
Value,Total Suspended Particles,P,23/04/2019 02:00,HP1,ug/m3,94.3
Value,NO,R,01/11/2018 06:00,LW2,ug m-3,126.9
Value,NO,R,01/11/2018 07:00,LW2,ug m-3,146.5
Value,NO,R,01/11/2018 08:00,LW2,ug m-3,121.2
Value,NO,R,01/11/2018 09:00,LW2,ug m-3,101.3
Value,NO,R,02/11/2018 16:00,LW2,ug m-3,103.5
Value,NO,R,02/11/2018 17:00,LW2,ug m-3,177.60001
Value,NO,R,02/11/2018 18:00,LW2,ug m-3,148.10001
Value,NO,R,02/11/2018 19:00,LW2,ug m-3,134.89999
Value,NO,R,02/11/2018 20:00,LW2,ug m-3,163.8
Value,NO,R,02/11/2018 21:00,LW2,ug m-3,154.10001
Value,NO,R,02/11/2018 22:00,LW2,ug m-3,125.6
Value,NO,R,02/11/2018 23:00,LW2,ug m-3,92.8
Value,NO,R,03/11/2018 00:00,LW2,ug m-3,100.7
Value,NO,R,03/11/2018 06:00,LW2,ug m-3,151.8
Value,NO,R,03/11/2018 07:00,LW2,ug m-3,174.89999
Value,NO,R,05/11/2018 21:00,LW2,ug m-3,101.7
Value,NO,R,05/11/2018 22:00,LW2,ug m-3,120.8
Value,NO,R,05/11/2018 23:00,LW2,ug m-3,148.2
Value,NO,R,06/11/2018 00:00,LW2,ug m-3,143.3
Value,NO,R,06/11/2018 06:00,LW2,ug m-3,108.4
Value,NO,R,06/11/2018 07:00,LW2,ug m-3,119.6
Value,NO,R,06/11/2018 08:00,LW2,ug m-3,103.3
Value,NO,R,12/11/2018 08:00,LW2,ug m-3,102.2
Value,NO,R,13/11/2018 16:00,LW2,ug m-3,108.4
Value,NO,R,13/11/2018 18:00,LW2,ug m-3,110.0
Value,NO,R,16/11/2018 08:00,LW2,ug m-3,108.7
Value,NO,R,18/11/2018 06:00,LW2,ug m-3,109.5
Value,NO,R,21/11/2018 18:00,LW2,ug m-3,116.8
Value,NO,R,21/11/2018 19:00,LW2,ug m-3,91.8
Value,NO,R,21/11/2018 20:00,LW2,ug m-3,93.7
Value,NO,R,21/11/2018 22:00,LW2,ug m-3,139.8
Value,NO,R,21/11/2018 23:00,LW2,ug m-3,190.7
Value,NO,R,22/11/2018 00:00,LW2,ug m-3,196.3
Value,NO,R,22/11/2018 02:00,LW2,ug m-3,146.8
Value,NO,R,22/11/2018 03:00,LW2,ug m-3,125.3
Value,NO,R,22/11/2018 04:00,LW2,ug m-3,139.2
Value,NO,R,22/11/2018 05:00,LW2,ug m-3,185.60001
Value,NO,R,22/11/2018 06:00,LW2,ug m-3,180.89999
Value,NO,R,22/11/2018 07:00,LW2,ug m-3,196.39999
Value,NO,R,22/11/2018 08:00,LW2,ug m-3,235.2
Value,NO,R,22/11/2018 09:00,LW2,ug m-3,262.29999
Value,NO,R,22/11/2018 10:00,LW2,ug m-3,243.39999
Value,NO,R,22/11/2018 11:00,LW2,ug m-3,168.3
Value,NO,R,22/11/2018 12:00,LW2,ug m-3,176.8
Value,NO,R,22/11/2018 13:00,LW2,ug m-3,122.2
Value,NO,R,22/11/2018 14:00,LW2,ug m-3,140.2
Value,NO,R,22/11/2018 15:00,LW2,ug m-3,144.60001
Value,NO,R,22/11/2018 16:00,LW2,ug m-3,164.5
Value,NO,R,22/11/2018 17:00,LW2,ug m-3,193.8
Value,NO,R,22/11/2018 18:00,LW2,ug m-3,171.39999
Value,NO,R,22/11/2018 19:00,LW2,ug m-3,188.5
Value,NO,R,22/11/2018 20:00,LW2,ug m-3,174.3
Value,NO,R,22/11/2018 21:00,LW2,ug m-3,159.39999
Value,NO,R,22/11/2018 22:00,LW2,ug m-3,124.1
Value,NO,R,22/11/2018 23:00,LW2,ug m-3,98.6
Value,NO,R,04/12/2018 07:00,LW2,ug m-3,126.7
Value,NO,R,04/12/2018 08:00,LW2,ug m-3,147.10001
Value,NO,R,04/12/2018 09:00,LW2,ug m-3,119.3
Value,NO,R,04/12/2018 16:00,LW2,ug m-3,98.0
Value,NO,R,04/12/2018 17:00,LW2,ug m-3,121.8
Value,NO,R,11/12/2018 06:00,LW2,ug m-3,136.10001
Value,NO,R,11/12/2018 07:00,LW2,ug m-3,170.39999
Value,NO,R,11/12/2018 08:00,LW2,ug m-3,216.5
Value,NO,R,11/12/2018 09:00,LW2,ug m-3,281.0
Value,NO,R,11/12/2018 10:00,LW2,ug m-3,234.0
Value,NO,R,11/12/2018 17:00,LW2,ug m-3,102.0
Value,NO,R,11/12/2018 18:00,LW2,ug m-3,132.0
Value,NO,R,11/12/2018 19:00,LW2,ug m-3,151.5
Value,NO,R,11/12/2018 20:00,LW2,ug m-3,131.89999
Value,NO,R,14/12/2018 07:00,LW2,ug m-3,141.0
Value,NO,R,14/12/2018 08:00,LW2,ug m-3,190.7
Value,NO,R,14/12/2018 09:00,LW2,ug m-3,194.39999
Value,NO,R,14/12/2018 10:00,LW2,ug m-3,157.10001
