Outlier,Pollutant Name,Provisional or Ratified,Reading Time,Site,Units,Value
Value,NOX,P,21/04/2019 02:00,LW2,ug m-3 as NO2,153.89999
Value,NOX,P,22/04/2019 19:00,LW2,ug m-3 as NO2,97.2
Value,NOX,P,22/04/2019 20:00,LW2,ug m-3 as NO2,109.3
Value,NOX,P,22/04/2019 21:00,LW2,ug m-3 as NO2,98.1
Value,NOX,P,22/04/2019 22:00,LW2,ug m-3 as NO2,103.5
Value,NOX,P,22/04/2019 23:00,LW2,ug m-3 as NO2,102.6
Value,NOX,P,23/04/2019 00:00,LW2,ug m-3 as NO2,126.0
Value,NOX,P,23/04/2019 01:00,LW2,ug m-3 as NO2,100.8
Value,NOX,P,23/04/2019 07:00,LW2,ug m-3 as NO2,104.4
Value,NOX,P,23/04/2019 08:00,LW2,ug m-3 as NO2,132.7
Value,NOX,P,23/04/2019 09:00,LW2,ug m-3 as NO2,100.3
Value,NOX,P,23/04/2019 20:00,LW2,ug m-3 as NO2,112.9
Value,NOX,P,23/04/2019 21:00,LW2,ug m-3 as NO2,115.2
Value,NOX,P,23/04/2019 22:00,LW2,ug m-3 as NO2,125.1
Value,NOX,P,23/04/2019 23:00,LW2,ug m-3 as NO2,99.0
Value,NOX,P,24/04/2019 05:00,LW2,ug m-3 as NO2,99.9
Value,NOX,P,24/04/2019 06:00,LW2,ug m-3 as NO2,112.5
Value,NOX,P,24/04/2019 07:00,LW2,ug m-3 as NO2,103.0
Value,NOX,P,24/04/2019 09:00,LW2,ug m-3 as NO2,100.8
Value,NOX,P,26/04/2019 05:00,LW2,ug m-3 as NO2,124.2
Value,NOX,P,26/04/2019 06:00,LW2,ug m-3 as NO2,148.89999
Value,NOX,P,26/04/2019 07:00,LW2,ug m-3 as NO2,110.7
Value,NOX,P,26/04/2019 18:00,LW2,ug m-3 as NO2,111.1
Value,NOX,P,30/04/2019 05:00,LW2,ug m-3 as NO2,225.39999
Value,NOX,P,30/04/2019 06:00,LW2,ug m-3 as NO2,99.4
Value,NOX,P,01/05/2019 05:00,LW2,ug m-3 as NO2,96.8
Value,NOX,P,01/05/2019 06:00,LW2,ug m-3 as NO2,122.0
Value,NOX,P,01/05/2019 07:00,LW2,ug m-3 as NO2,107.8
Value,NOX,P,03/05/2019 09:00,LW2,ug m-3 as NO2,144.10001
Value,NOX,P,03/05/2019 11:00,LW2,ug m-3 as NO2,106.4
Value,NOX,P,07/05/2019 05:00,LW2,ug m-3 as NO2,159.2
Value,NOX,P,07/05/2019 06:00,LW2,ug m-3 as NO2,198.7
Value,NOX,P,07/05/2019 07:00,LW2,ug m-3 as NO2,100.9
Value,NOX,P,07/05/2019 08:00,LW2,ug m-3 as NO2,103.7
Value,NOX,P,08/05/2019 08:00,LW2,ug m-3 as NO2,105.5
Value,NOX,P,08/05/2019 09:00,LW2,ug m-3 as NO2,92.2
Value,NOX,P,09/05/2019 04:00,LW2,ug m-3 as NO2,147.7
Value,NOX,P,09/05/2019 05:00,LW2,ug m-3 as NO2,223.0
Value,NOX,P,10/05/2019 05:00,LW2,ug m-3 as NO2,156.0
Value,NOX,P,10/05/2019 06:00,LW2,ug m-3 as NO2,114.7
Value,NOX,P,10/05/2019 19:00,LW2,ug m-3 as NO2,102.3
Value,NOX,P,10/05/2019 21:00,LW2,ug m-3 as NO2,95.9
Value,NOX,P,11/05/2019 01:00,LW2,ug m-3 as NO2,171.89999
Value,NOX,P,11/05/2019 21:00,LW2,ug m-3 as NO2,101.9
Value,NOX,P,11/05/2019 22:00,LW2,ug m-3 as NO2,140.39999
Value,NOX,P,11/05/2019 23:00,LW2,ug m-3 as NO2,110.1
Value,NOX,P,12/05/2019 00:00,LW2,ug m-3 as NO2,121.1
Value,NOX,P,12/05/2019 01:00,LW2,ug m-3 as NO2,104.0
Value,NOX,P,12/05/2019 02:00,LW2,ug m-3 as NO2,102.3
Value,NOX,P,13/05/2019 04:00,LW2,ug m-3 as NO2,107.4
Value,NOX,P,13/05/2019 05:00,LW2,ug m-3 as NO2,170.2
Value,NOX,P,13/05/2019 06:00,LW2,ug m-3 as NO2,106.0
Value,NOX,P,14/05/2019 06:00,LW2,ug m-3 as NO2,115.9
Value,NOX,P,18/05/2019 16:00,LW2,ug m-3 as NO2,100.2
Value,NOX,P,18/05/2019 22:00,LW2,ug m-3 as NO2,120.9
Value,NOX,P,18/05/2019 23:00,LW2,ug m-3 as NO2,232.60001
Value,NOX,P,19/05/2019 00:00,LW2,ug m-3 as NO2,165.5
Value,NOX,P,19/05/2019 01:00,LW2,ug m-3 as NO2,125.0
Value,NOX,P,19/05/2019 02:00,LW2,ug m-3 as NO2,114.9
Value,NOX,P,19/05/2019 03:00,LW2,ug m-3 as NO2,145.3
Value,NOX,P,19/05/2019 04:00,LW2,ug m-3 as NO2,97.9
Value,NOX,P,19/05/2019 05:00,LW2,ug m-3 as NO2,104.4
Value,NOX,P,20/05/2019 06:00,LW2,ug m-3 as NO2,178.8
Value,NOX,P,20/05/2019 21:00,LW2,ug m-3 as NO2,139.8
Value,NOX,P,20/05/2019 22:00,LW2,ug m-3 as NO2,151.7
Value,NOX,P,20/05/2019 23:00,LW2,ug m-3 as NO2,118.6
Value,NOX,P,21/05/2019 00:00,LW2,ug m-3 as NO2,99.9
Value,NOX,P,21/05/2019 01:00,LW2,ug m-3 as NO2,93.8
Value,NOX,P,21/05/2019 04:00,LW2,ug m-3 as NO2,110.8
Value,NOX,P,22/05/2019 21:00,LW2,ug m-3 as NO2,104.4
Value,NOX,P,23/05/2019 04:00,LW2,ug m-3 as NO2,95.6
Value,NOX,P,23/05/2019 05:00,LW2,ug m-3 as NO2,106.7
Value,NOX,P,23/05/2019 06:00,LW2,ug m-3 as NO2,171.89999
Value,NOX,P,23/05/2019 18:00,LW2,ug m-3 as NO2,98.8
Value,NOX,P,23/05/2019 19:00,LW2,ug m-3 as NO2,91.9
Value,NOX,P,29/05/2019 06:00,LW2,ug m-3 as NO2,98.1
Value,NOX,P,29/05/2019 14:00,LW2,ug m-3 as NO2,100.4
Value,NOX,P,30/05/2019 06:00,LW2,ug m-3 as NO2,92.9
Value,NOX,P,31/05/2019 07:00,LW2,ug m-3 as NO2,112.6
Value,NOX,P,03/06/2019 06:00,LW2,ug m-3 as NO2,99.9
Value,NOX,P,04/06/2019 16:00,LW2,ug m-3 as NO2,97.1
Value,NOX,P,04/06/2019 21:00,LW2,ug m-3 as NO2,95.3
Value,NOX,P,05/06/2019 05:00,LW2,ug m-3 as NO2,118.2
Value,NOX,P,06/06/2019 05:00,LW2,ug m-3 as NO2,104.2
Value,NOX,P,12/06/2019 19:00,LW2,ug m-3 as NO2,91.8
Value,NOX,P,13/06/2019 05:00,LW2,ug m-3 as NO2,114.1
Value,NOX,P,13/06/2019 06:00,LW2,ug m-3 as NO2,97.6
Value,NOX,P,14/06/2019 07:00,LW2,ug m-3 as NO2,93.8
Value,NOX,P,15/06/2019 18:00,LW2,ug m-3 as NO2,96.2
Value,NOX,P,15/06/2019 20:00,LW2,ug m-3 as NO2,120.8
Value,NOX,P,15/06/2019 21:00,LW2,ug m-3 as NO2,99.6
Value,NOX,P,15/06/2019 22:00,LW2,ug m-3 as NO2,126.2
Value,NOX,P,15/06/2019 23:00,LW2,ug m-3 as NO2,97.2
Value,NOX,P,16/06/2019 18:00,LW2,ug m-3 as NO2,97.2
Value,NOX,P,16/06/2019 19:00,LW2,ug m-3 as NO2,112.1
Value,NOX,P,16/06/2019 21:00,LW2,ug m-3 as NO2,136.3
Value,NOX,P,16/06/2019 22:00,LW2,ug m-3 as NO2,125.2
Value,NOX,P,17/06/2019 05:00,LW2,ug m-3 as NO2,115.0
Value,NOX,P,17/06/2019 06:00,LW2,ug m-3 as NO2,115.0
Value,NOX,P,17/06/2019 07:00,LW2,ug m-3 as NO2,100.1
Value,NOX,P,18/06/2019 06:00,LW2,ug m-3 as NO2,110.2
Value,NOX,P,18/06/2019 08:00,LW2,ug m-3 as NO2,97.2
Value,NOX,P,20/06/2019 06:00,LW2,ug m-3 as NO2,94.7
Value,NOX,P,21/06/2019 07:00,LW2,ug m-3 as NO2,132.89999
Value,NOX,P,21/06/2019 19:00,LW2,ug m-3 as NO2,94.7
Value,NOX,P,24/06/2019 06:00,LW2,ug m-3 as NO2,98.6
Value,NOX,P,24/06/2019 07:00,LW2,ug m-3 as NO2,99.1
Value,NOX,P,24/06/2019 08:00,LW2,ug m-3 as NO2,140.2
Value,NOX,P,24/06/2019 09:00,LW2,ug m-3 as NO2,125.7
Value,NOX,P,24/06/2019 10:00,LW2,ug m-3 as NO2,136.8
Value,NOX,P,24/06/2019 12:00,LW2,ug m-3 as NO2,102.0
Value,NOX,P,24/06/2019 13:00,LW2,ug m-3 as NO2,96.2
Value,NOX,P,24/06/2019 14:00,LW2,ug m-3 as NO2,94.3
