Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
BLZ,Belize,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,4.1641449379647,3.05809898002888,3.0107479156332,1.64356254431647,2.64644507353056,3.3949873144292,2.585489033643,1.82742805494342,2.56215783019833,7.31346101267021,2.80513578062058,7.01538354203722,2.7219215128263,-1.10552173975779,10.5553133716434,11.3832053431683,8.9710779942753,10.9945999768227,12.487557922248,8.05328053450788,6.73767915360136
BOL,Bolivia,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.558798921569083,0.97318874574732,1.64957893261504,2.15878640720373,2.17681380328543,5.84795804969857,6.4093967198657396,9.21807391584536,11.1715219877234,12.1966504286111,8.76830713203973,8.66860963447107,8.55789350251844,2.44234492367664,0.745772608532634,-2.49884903882016,2.45180476565966,2.79176673576445,3.07245935915695,2.43961514136208,3.1434595270078
BRA,Brazil,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.214091608374833,0.270782606204945,0.527694958047551,0.294775601389327,0.562396973714731,0.631899673796041,1.3338363059178,2.25550967426723,3.78193857915295,4.86927795380282,5.08440307106786,4.05673344429528,3.29026293217978,1.83603412649308,2.73678646729001,1.7078375571112,1.72485236282428,2.53186971196824,2.72644787550983,1.62739089543553,2.31993759358963
BRB,Barbados,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.654803830974815,0.438604949693775,0.909663222605743,0.572742235205119,0.749880107284052,0.632010681550749,0.670735960735165,0.675070647627133,0.66609142402034,0.70288346495064,0.75815306235561,0.726258454437844,0.702716331154618,2.16150649030789,-0.428470254957507,2.06186356073211,3.28418314582093,6.84046110524463,7.78820041446819,8.29551626034123,2.49765844520762
BWA,Botswana,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,2.52901986757037,-0.208307135962557,-0.0377282546297917,-6.8973305295959,-0.326178509636696,1.47501464161677,1.48292577490572,1.93273983428626,1.83638052670538,0.625111432642654,1.0151303763581,-1.15614295642248,12.0139438546272,9.52843145758904,7.44473905216994,4.80116213900478,6.67052905675891,5.22976932079176,6.64432360997862,2.19256039894854,3.56241870418759
CAF,Central African Republic,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.0469139438783066,-0.347073844869631,-0.744451907469775,-0.768383623927519,0.42230711043,0.552680779161654,1.02100877272364,0.149255095078779,0.725962602629658,0.3593393755318,0.0878375622661408,0.535788863438945,0.537462844238412,1.94831733672342,2.25130492388557,2.40132539235631,2.34382912722837,3.34470527684105,5.90620736284738,2.13370151117961,3.57850064717722
CAN,Canada,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.30089324222527,0.480499567323563,0.824250763302976,0.842496957715844,1.45683745684917,1.57813199873329,1.56984543080305,1.80740124984543,3.68737551936956,3.74868867031827,9.1243640275376,3.87336666570024,3.00179176605871,0.832224563015881,-0.0747094202844051,2.28450288929341,4.71557043081387,8.26184338182542,3.86079079992311,1.68142489679726,1.49848485404141
CHE,Switzerland,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,2.32766634168011,1.17791200474775,0.449628576586018,0.699307323319112,1.36284667960561,1.31615164737121,1.43492026049215,2.76139618338222,3.53923567720203,4.63291221684572,7.90834016526822,3.68344142764236,2.43537049026685,5.37499249462635,0.511327809086646,-0.140961908876593,11.500219955062,7.69616165229644,3.18425560144547,5.60822110059018,-1.18821586356709
CHL,Chile,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,2.09512823158913,2.25866517170375,2.10511183024102,2.1686169327275,4.68159949234301,4.14440512902809,6.35433420076883,6.36573425473803,5.83042491236693,12.0021669975968,6.4618835220257,6.12493451564053,3.79083899677216,5.82165347154346,7.49870817024174,5.9059815711357,4.9725781508652,7.62780175085605,8.87299638651748,8.00321719020314,7.41970235338471
CHN,China,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.976923368929882,1.1505561600763,2.63946807522414,6.24629826288079,6.04175737590201,4.92429195798218,4.6934606615725,4.64356006353359,4.29159169678315,3.57738295167943,3.20399920668831,3.33943524233897,3.39159702688794,2.86885358797971,2.84402751721403,5.19332411856692,4.57369322979559,4.58068907152341,3.87338246692637,2.28829221183428,3.14836565923378
CIV,Cote d'Ivoire,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.445671964728291,0.155402646377575,-2.0697067871129,0.795829696524798,0.938089310186804,1.92254582130202,2.21743262897525,3.54288088031585,2.97290758194362,2.57776847703015,2.25306233765956,2.5858062262102,1.85109558922124,1.20362213440307,1.82790669561544,1.90620766746636,1.83600579485543,2.15590805511272,1.90547399194744,1.65296475561511,1.83462622179616
CMR,Cameroon,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,-1.01179698272885,-0.116596591555468,0.256256384669954,0.0378412320640267,-0.0976706195331352,0.0835020091035498,1.04102332855326,0.796049137747261,2.2337818580771,-0.147759576519917,1.57618723402941,0.763527690365858,5.53086697606072,2.46859923182023,0.545928080380644,1.41070937793656,0.091239922431167,0.923414417804263,-0.101948582237554,3.01239573561174,-0.00246145512676039
COG,"Congo, Rep.",BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.805771318692292,1.2020251393877,0.0933793483977211,14.9066580286522,0.168985707887129,5.90827464420821,2.85665682628458,3.40857488321494,1.68133156057404,22.8646565364377,5.15248061454025,2.76302862194076,10.9652997707689,9.24303074036967,-0.183239674270656,8.43741011740258,19.2425626312947,31.6222701333268,21.0634668771749,21.7488383845479,23.6682438210046
COL,Colombia,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.24148944721611,1.10791699892495,1.47870562373687,1.71873896468588,1.77042271317567,1.04680225890962,3.20262764155842,5.21492782764353,2.87354601716879,1.74959319478361,2.42762840862398,2.57423788764595,2.17216494673312,1.8126372362996,2.57332719561129,6.99457254493582,4.08824839509614,4.36272011323125,4.3313085077376,3.02635803903036,2.34724639074904
COM,Comoros,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.157180458087558,1.01537227273347,-0.543589211840615,0.0723559980877843,0.0956687601664758,0.383591525538528,0.221264519630903,0.00942959308963229,0.178378838262302,0.121753569691191,0.0463772831539435,0.520597567157891,0.171372098717587,0.24463188557275,0.185241835237551,0.144338784676919,0.142935573415191,1.61794095472873,1.41870961909763,1.69792809519646,1.73568825247035
CPV,Cape Verde,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.0745816179200002,0.496517736780822,0.114378053347343,1.00319175228558,0.518115747180715,5.33635312511305,5.68087406397894,2.28590781173316,1.67553586978743,9.13860906149925,6.29011301795105,1.6562719690228,2.40285991578787,4.92343430490462,7.31000457499016,8.04943630902001,11.8979141496239,14.4130133784497,13.628613733291,7.54817075819116,6.76181887074745
CRI,Costa Rica,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,2.19492046746102,2.49073427660202,2.63599556554159,2.55958223318712,2.81884101012169,2.87399539673734,3.6050136610521,3.18162569750029,4.34934323771905,3.92154324788451,2.56210391444145,2.8065664460433,3.91439519997012,3.2827955154358,4.26876170769037,4.31278039828928,6.52161480767306,7.21850207801701,7.00601995556132,4.6050793632331,4.08695928840227
DEU,Germany,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.175209764085459,0.262538711953625,-0.102668569334639,0.0200223993637588,0.339673720559289,0.475087853844146,0.263653694679187,0.592264131759558,1.08198748253871,2.60805177549997,11.0558412791097,1.38400845615609,2.65777766365216,1.26663761398813,-0.357090983689512,1.66665563766927,1.94082909322626,2.42081767419155,0.131693368527772,1.16863840192667,1.39371545916621
DMA,Dominica,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,7.74934851464013,8.43630705814116,10.6441331279993,6.5862180406224,10.4892215974664,24.1444883956972,7.52819562167453,8.59088937882685,2.51938272454108,6.7063218780174,6.48910753794398,6.43088752120774,7.89099431180333,11.9741818503077,9.17680547053865,6.42780356192529,8.20743417656169,11.7568797255294,15.102806299088,10.9941607853961,8.05066424127487
DNK,Denmark,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.833452396401504,1.13575991229603,0.677374098318879,1.21795295081836,3.25937469250122,2.27461320551911,0.41935677580854,1.63796392382174,3.84367107116951,9.68579062775092,22.4966914314191,5.78678147448005,2.54812628980355,0.557245234735172,-3.59753125176381,4.98078381040948,0.881969221656659,3.79215832452025,0.763233440362473,0.940423159940751,-0.219173158212817
DOM,Dominican Republic,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.87738347078089,1.49109778328715,1.59341077567986,1.45880123374666,1.42511251622317,2.53262889729444,0.532213739446007,2.14663574856272,3.30542817656485,6.16240942348884,3.97096984331006,4.33462145947412,3.45045579362428,2.88221568834003,4.1246445195618,3.30166710947626,3.0167292252601,4.03585488249136,6.3078852006912,4.43501649369601,3.15218881235768
EAP,East Asia & Pacific,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.57373339474163,1.80183300991512,2.63470152004439,4.45815679430453,4.3306172621306,3.89612272225847,3.91040322999807,4.00978332216635,4.07497474512447,3.24228137823647,2.64157675929318,2.68332196076413,2.94960139147925,2.49331665237587,2.66891267739455,4.68581354977486,4.14860883125551,4.30981908090808,3.67088972625924,2.18181647062252,3.03026207804292
ECU,Ecuador,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.21669023370469,1.40988546871451,1.48373507606046,3.14487857054198,3.1015652216453,2.23936970152499,2.34831886101237,3.06144416913229,3.7392517836337,3.88688486960305,-0.147032332310741,2.53444024687725,3.14569211121308,3.04342849400597,2.56397838657029,1.32684703019045,0.650830482028534,0.426688277257184,1.84571624085249,0.608316670688691,0.27858482492548
EGY,"Egypt, Arab Rep.",BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.70181529060494,0.684328377455141,1.09663050471237,1.05842526318486,2.42013255637033,0.994028440877503,0.940414984535942,1.13537592832735,1.26843702585729,1.17439282657421,1.23699724341238,0.522267246346039,0.736363105877142,0.28628734062526,1.58957073754523,5.9938189791557,9.3435271878901,8.87395044375331,5.83076150066994,3.55141010362694,2.91696557553659
EMU,Euro area,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.22433341083639,1.0951312357938,1.10023032482677,1.15194854337067,1.04891137929993,1.22545091779315,1.33146945266725,1.42301493271372,2.7439531013855,6.7065442142887,11.5972972219749,5.73742292531065,5.30427070300945,3.58634192981628,2.03877474559356,4.33762365685084,3.9570391531711,6.61418884715865,2.91273178656538,3.36389309596596,2.66872671608945
ESP,Spain,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,2.68415860218406,2.22927829703582,2.16716809905343,1.89900396199221,1.78896050108704,1.3549267936654,1.54607493328916,1.56071175641079,2.37705479556802,2.99789616488499,6.68795213642988,4.62375043683085,5.82781720688969,2.89779780226586,2.37398999762884,2.17424278471885,2.52450512899047,4.62445823187615,4.88721891694658,0.584233689991685,1.75204638993405
FIN,Finland,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.584950725446856,-0.185961337099806,0.359914840501183,0.988889745420628,1.48741864320691,0.798872999911152,0.872108860132209,1.73176679031357,9.2762845323991,3.57031563000654,7.49736119769784,3.00207306148573,6.12648038935189,2.11565710569243,1.51958797243162,2.45655515193233,3.71672958052339,5.15630131122309,-0.806880602172578,0.0242345204794722,1.84107496448302
FJI,Fiji,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,6.87369869400043,0.372194853100585,6.7628436609734,5.57613642037656,3.70073010320563,3.5294554807155,0.113788487282463,0.744282016163214,6.45861459360231,-1.70964812936883,0.0351149987054537,2.48789852965496,1.66466241093446,1.74071552225199,9.18856175776283,5.17905485569956,13.2890222080298,9.99413949557717,8.67818153808808,1.98462717833279,4.28327403962343
FRA,France,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.05961048397787,1.21669106403233,1.59067806241732,1.60015273885473,1.15475413849935,1.50988448529478,1.39701357471191,1.62138953981286,2.00959781222135,3.15750540404329,3.19523142732406,3.76170048269428,3.41375012503377,2.40272227172649,1.59698798777641,3.97820256876234,3.18440532021066,3.80703704077582,2.34968142219826,1.33820994155523,1.31529234415237
GAB,Gabon,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.2341072515441,-1.01036217590874,2.26986464220153,-2.59704974082741,-2.37667275442673,-6.34269938151719,-8.58939204162192,-5.84394826103828,3.27048038081225,-3.35883441142309,-0.841116313055749,-1.89038506979924,0.790148954360147,2.60924527332537,4.45109562055324,2.79647258493659,2.80542364929645,2.32760894289748,1.43825903580694,0.299777751686637,1.30954146848725
GBR,United Kingdom,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,3.30875497206097,1.55813319304026,1.51673048693221,1.68364367705521,1.01124246894381,1.8780675219162,2.24596346590374,2.75970854516193,5.12735149911499,5.94566839600758,8.26735580806285,3.66051230484497,1.58380250779884,1.48388083520193,2.60313176586834,7.78053889789445,6.30569051992243,7.18866525255932,3.51858118724873,3.3556548737223,2.09012853044196
GHA,Ghana,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.251443948759988,0.303049663822132,0.350870347658974,2.09531003059901,4.28267886877289,1.64925995221461,1.73271933007917,1.18825839245637,2.23975886709264,3.16090734603835,3.33300599944757,1.68199919623227,0.956235991158774,1.79363905864321,1.56979270498021,1.35228844376152,3.11948258902608,3.47256949305947,4.2780640088549,6.43783997916206,8.07308111250252
GIN,Guinea,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.669762681056518,1.28595048848929,0.599459552872146,0.082950517770483,0.00620710645075882,0.020818931885369,0.614468899076135,0.457240138195702,0.496324801999875,1.83320583305474,0.31943579134023,0.0579807337983918,0.982525977361993,2.29124912432575,2.67023729114824,3.57498843854491,4.43050973221502,9.16772752233893,10.107298068423,1.19625823049497,2.2469345032362
GNB,Guinea-Bissau,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.827999082775293,0.812754132271616,2.57607172472084,1.39310518745791,0.182496655495302,0.0157504821738691,0.380890236917309,4.27446583885553,2.13464551491932,0.325635351132302,0.325947072431511,0.198766691401757,1.74891760194951,0.842870083822142,0.321248536858285,1.51740329469094,3.06379088240884,2.71719552937793,0.607289766204276,1.67230205983293,1.00723485517341
GNQ,Equatorial Guinea,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,8.38055902942031,31.6433463375834,3.90333270798788,14.6595815547077,13.5158541976445,77.4021994538244,145.201888714864,10.7388024534539,60.2825920761359,17.6941989748838,12.3183505066074,54.186647144864,15.0641645310782,23.363666379186,6.50495560681495,9.36008585029697,4.88906544066761,9.88260399747287,-4.30904372878153,13.3872724729589,4.96216653784988
GRD,Grenada,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,5.82351883021107,6.32282606530184,8.99966044796425,8.09086925478546,7.37691014725885,7.23056313037732,5.75695118015703,10.9857407731882,14.2849383092253,10.9453725394353,8.70791746849014,13.9105196511643,12.4617514378743,18.5676655771752,13.8526034795056,12.666914441832,15.9073581128917,25.6513985829397,20.964262184579,16.6800506535992,10.1316574465106
GTM,Guatemala,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.62351917655782,0.964268128998735,0.90126828249559,1.25000626972609,0.502186083852676,0.513068303392195,0.48727694084892,0.474459646279252,3.46917278758391,0.844020553740935,1.19177422376467,2.4356126499003,0.53241014787165,0.597735236401852,1.23512012438557,1.8690812323177,1.9575847458254,2.18420447959792,1.92608974301344,1.59236487321397,1.6676354965351
GUY,Guyana,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.99202050095141,3.66489212290956,39.8092346163995,15.7233044366041,19.7254477180125,11.9718135778095,8.36397724171467,6.94131117501065,6.13214183211502,6.6210392240923,9.41532481524011,8.04272445981356,6.0349285751782,3.51785520355782,3.81718838571334,9.31043894391441,7.02115434865414,8.75693389351771,8.73816428644198,7.12253370482934,8.44005592954961
HIC,High income,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.05931707682811,0.710169768802129,0.647472472970907,0.824248392985651,0.785972246349601,1.00569702060296,1.1101034695402,1.34245217981104,2.31797877628775,4.09727163265006,5.58752832995376,2.79684269473657,2.17985263543373,1.64268168721048,1.66640604184459,2.47547796264859,3.15028135460409,4.33026069759938,2.85585667313542,2.2504121483029,1.84669476970913
HND,Honduras,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.42674585882343,1.69791898935525,1.39202656238637,0.766802723786857,1.0138806735500001,1.27842802676834,2.25332579611833,2.60551034718938,1.90303529344956,4.41690230362146,5.37128893493794,4.02091936796138,3.53848167534561,4.89169331275719,6.16455191809909,6.14678327504557,6.12870324370805,7.48472906805445,6.44396508667705,3.494936690862,5.17774627426169
HUN,Hungary,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.67535918944254,4.37386592139619,3.970438023952,6.08802564734283,2.75540002151831,10.7580579496141,7.28241938122699,9.08678097374724,7.10532506560639,6.88463563614843,5.78563827115065,7.41467656463109,4.53046228904476,2.58193223419894,4.19470088487788,6.92056843788424,17.308404781632,51.3739511818767,46.4843061406811,2.60474475896616,-32.1956894849724
IDN,Indonesia,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.95519833139541,1.15629486437698,1.27734879560104,1.26829944495186,1.19225190091365,2.1500797962838,2.72419798262497,2.16779829847011,-0.252290447278081,-1.33257352862226,-2.75743933521016,-1.85568619470071,0.0741516383678891,-0.254256325802143,0.738243956866449,2.91611492676969,1.3479426023157,1.60342415219946,1.82633608534561,0.904301048804363,1.88288156703851
IND,India,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.0745558707498279,0.0274882905847983,0.112607969529573,0.199382436194323,0.300851000211093,0.601637434424487,0.624718697594295,0.870576296347696,0.632945633439934,0.481399696122763,0.778869460739354,1.14512090062657,1.10925688878971,0.721105269931709,0.799821385108415,0.912002246475218,2.13761233156462,2.05103939921608,3.57611636199331,2.57821299791042,1.39728384083206
IRL,Ireland,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,1.31118814825756,2.80788618769039,2.65652944524494,2.2038753975177,1.51282772035125,2.15572267202987,3.53503392186035,3.37873635400267,12.538313942323,19.0281660987283,26.3563605516615,9.13238133313283,24.0087766353967,14.1820167373074,-5.9288391372517,-15.02767537004,-2.48253762295952,9.48377411153687,-6.19698745219826,11.9717936557466,13.2839663333028
ISL,Iceland,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.347484591083181,0.271233779579636,-0.186794846071298,0.00344584188094675,-0.0218073227767741,-0.13268328313167,1.13712822343696,1.99132333375336,1.80602064751223,0.748080155884869,1.7859348426772,2.09822289993084,1.03934267054522,3.06464355825102,5.72042397665486,19.1633094342294,23.3386135045944,33.6750019568622,7.16050304652464,0.50247920734763,23.4223211922616
ISR,Israel,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.287672057917761,0.584076926568133,0.894768310232189,0.917549723960053,0.591404401575935,1.40561342209709,1.32589695353047,1.50733648102029,1.5810847598065,3.74580384049348,6.4509420710129,1.43938873732007,1.40031535990437,2.79385414589104,2.32326710172205,3.5892081659751,10.4876031237978,5.26865127476276,5.38051559698817,2.27138549910912,2.37065097888647
ITA,Italy,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.565612148925685,0.200849735386057,0.245261543438166,0.367170907612634,0.208665883620618,0.429982529256313,0.281507836164061,0.310306896737091,0.216468253466647,0.578175873944455,1.20075397829293,1.33116719476202,1.20591551768339,1.09727360281704,0.971807090917881,1.10462312474186,2.09334594942356,1.89220579393982,-0.41317490131312,0.785288489011338,0.467943641506184
JAM,Jamaica,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,3.00291262172203,3.24387041344933,4.0277730953055,1.5926511854533,2.62649897572078,2.53548998714567,2.81433247731803,2.7206306106194,4.22207187665938,5.93030682922373,5.19834885067093,6.74280768693049,4.97163659682937,7.66788365135838,5.93589696070172,6.11998717114913,7.3580063569519,6.72021708429114,10.1730256732976,4.27520021390682,1.6268774739525
JOR,Jordan,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",0,1,0.936424560022144,-0.283483070844501,0.766783022958333,-0.598463695465335,0.0457689514801539,0.197817608147906,0.223927691428536,4.97969774022414,3.91722859734495,1.93790313688796,10.7900480288197,3.04693504649485,2.4855707865003,5.3636069676683,8.20945009288033,15.7640632796464,22.6519652538498,14.7598561575785,12.4543185275992,9.67075929737466,6.17043984023025
